subid, subage, counter, trialtype, chosetarget, choselure, targetname, chosenname, colorasked, searchtype, choseunique, targetshape, targetcolor, targetword, distractorshape1, distractorshape2, distractorcolor1, distractorcolor2, distractorcolor3, date, timestamp, rtsearch, targetpos, lurepos, obj1shape, obj1color, obj2shape, obj2color, obj3shape, obj3color, obj4shape, obj4color 
subid, subage, counter, trialtype, chosetarget, choselure, targetname, chosenname, colorasked, searchtype, choseunique, targetshape, targetcolor, targetword, distractorshape1, distractorshape2, distractorcolor1, distractorcolor2, distractorcolor3, date, timestamp, rtsearch, targetpos, lurepos 
Test,0,4,1,true,false,8purple.jpg,8purple.jpg,false,sedivy,false,8,purple,sprock,6,5,blue,red,None,6/28/2018,15:17,12750,1,4
Test,0,5,6,false,true,4green.jpg,stim-images/object12green.jpg,true,colorfoil,false,4,green,toma,12,None,purple,blue,None,6/28/2018,15:17,4038,2,4
Test,0,6,2,true,false,2blue.jpg,2blue.jpg,true,sedivy,false,2,blue,koba,1,9,purple,red,None,6/28/2018,15:17,4162,4,4
terst,0,1,4,true,false,10purple.jpg,10purple.jpg,true,uniquetarget,true,10,purple,koba,4,None,blue,red,green,7/2/2018,16:19,9403,4,0
terst,0,2,5,true,false,12green.jpg,12green.jpg,false,colorfoil,true,12,green,toma,5,None,red,purple,None,7/2/2018,16:19,4643,2,4
terst,0,3,3,true,false,6blue.jpg,6blue.jpg,false,uniquetarget,true,6,blue,sprock,14,None,purple,red,green,7/2/2018,16:19,4272,2,4
terst,0,4,1,false,false,9blue.jpg,stim-images/object7red.jpg,false,sedivy,true,9,blue,gade,13,7,purple,red,None,7/2/2018,16:19,5862,2,4
terst,0,5,2,true,false,8blue.jpg,8blue.jpg,true,sedivy,false,8,blue,dax,11,1,green,red,None,7/2/2018,16:19,6848,2,4
terst,0,6,6,false,true,3purple.jpg,stim-images/object2purple.jpg,true,colorfoil,false,3,purple,blicket,2,None,green,red,None,7/2/2018,16:19,6321,3,1
test,0,1,4,true,false,12red.jpg,12red.jpg,true,uniquetarget,true,12,red,sprock,5,None,green,purple,blue,7/3/2018,11:03,3518,4,0
test,0,2,6,true,false,9blue.jpg,9blue.jpg,true,colorfoil,true,9,blue,gade,11,None,red,green,None,7/3/2018,11:03,4596,4,1
test,0,3,5,true,false,7purple.jpg,7purple.jpg,false,colorfoil,true,7,purple,koba,1,None,blue,green,None,7/3/2018,11:03,3271,4,3
test,0,4,1,false,false,3green.jpg,stim-images/object3red.jpg,false,sedivy,false,3,green,blicket,4,10,red,purple,None,7/3/2018,11:03,4824,4,3
test,0,5,2,true,false,2red.jpg,2red.jpg,true,sedivy,false,2,red,dax,6,14,purple,blue,None,7/3/2018,11:03,4721,4,3
test,0,6,3,false,false,8red.jpg,stim-images/object13green.jpg,false,uniquetarget,false,8,red,wug,13,None,blue,green,purple,7/3/2018,11:03,2697,3,3
0,0,1,1,false,false,14blue.jpg,stim-images/object1blue.jpg,false,sedivy,true,14,blue,blicket,1,12,green,red,None,7/3/2018,11:04,3227,3,0
0,0,2,3,false,false,9red.jpg,stim-images/object8purple.jpg,false,uniquetarget,false,9,red,koba,8,None,blue,purple,green,7/3/2018,11:04,2664,3,0
0,0,3,6,true,false,4red.jpg,4red.jpg,true,colorfoil,true,4,red,toma,11,None,purple,green,None,7/3/2018,11:04,3124,4,2
0,0,4,4,false,false,7green.jpg,stim-images/object5red.jpg,true,uniquetarget,false,7,green,gade,5,None,purple,blue,red,7/3/2018,11:04,3248,1,2
0,0,5,5,true,false,6green.jpg,6green.jpg,false,colorfoil,true,6,green,dax,10,None,red,purple,None,7/3/2018,11:04,2901,4,2
0,0,1,4,false,false,6red.jpg,stim-images/object1green.jpg,true,uniquetarget,false,6,red,toma,1,None,green,purple,blue,7/3/2018,11:05,2599,2,0
0,0,2,5,false,false,4red.jpg,stim-images/object11green.jpg,false,colorfoil,false,4,red,blicket,11,None,green,purple,None,7/3/2018,11:05,5476,1,3
0,0,3,2,false,false,13purple.jpg,stim-images/object8purple.jpg,true,sedivy,true,13,purple,wug,8,12,green,blue,None,7/3/2018,11:05,2561,1,3
0,0,4,1,false,false,9blue.jpg,stim-images/object5blue.jpg,false,sedivy,true,9,blue,koba,5,7,purple,green,None,7/3/2018,11:05,3495,3,3
0,0,5,6,false,false,2red.jpg,stim-images/object14blue.jpg,true,colorfoil,false,2,red,gade,14,None,green,blue,None,7/3/2018,11:05,3046,2,3
0,0,1,4,false,false,13red.jpg,stim-images/object5green.jpg,true,uniquetarget,false,13,red,dax,5,None,purple,green,blue,7/3/2018,11:13,4722,2,0
0,0,2,6,false,true,14blue.jpg,stim-images/object7blue.jpg,true,colorfoil,false,14,blue,wug,7,None,red,purple,None,7/3/2018,11:13,3259,2,4
0,0,3,1,false,true,2red.jpg,stim-images/object1red.jpg,false,sedivy,true,2,red,toma,1,8,purple,green,None,7/3/2018,11:13,4215,1,4
0,0,1,1,false,false,11blue.jpg,stim-images/object13blue.jpg,false,sedivy,true,11,blue,sprock,13,9,red,green,None,7/5/2018,15:49,6140,3,0
0,0,2,4,false,false,2green.jpg,stim-images/object1blue.jpg,true,uniquetarget,false,2,green,dax,1,None,red,blue,purple,7/5/2018,15:49,2572,2,0
0,0,3,3,false,false,10purple.jpg,stim-images/object7red.jpg,false,uniquetarget,false,10,purple,wug,7,None,blue,red,green,7/5/2018,15:49,3014,1,0
0,0,4,2,true,false,14purple.jpg,14purple.jpg,true,sedivy,false,14,purple,toma,12,5,green,red,None,7/5/2018,15:49,12003,2,0
0,0,5,5,false,false,8red.jpg,stim-images/object3blue.jpg,false,colorfoil,false,8,red,gade,3,None,blue,purple,None,7/5/2018,15:49,13950,3,2
0,0,1,4,true,false,5green.jpg,5green.jpg,true,uniquetarget,true,5,green,dax,4,None,red,purple,blue,7/5/2018,15:51,4563,2,0
0,0,2,1,false,false,12red.jpg,stim-images/object2blue.jpg,false,sedivy,true,12,red,gade,6,2,green,blue,None,7/5/2018,15:51,5827,4,0
0,0,3,2,true,false,10purple.jpg,10purple.jpg,true,sedivy,false,10,purple,wug,3,11,green,red,None,7/5/2018,15:51,5272,3,0
0,0,4,3,true,false,13purple.jpg,13purple.jpg,false,uniquetarget,true,13,purple,sprock,14,None,blue,red,green,7/5/2018,15:51,9147,1,0
0,0,1,5,false,false,14blue.jpg,stim-images/object3purple.jpg,false,colorfoil,false,14,blue,toma,3,None,purple,green,None,7/5/2018,15:55,3454,1,4
0,0,1,3,false,false,13blue.jpg,stim-images/object12green.jpg,false,uniquetarget,false,13,blue,gade,12,None,red,green,purple,7/5/2018,15:55,26438,3,0
0,0,2,1,false,false,11purple.jpg,stim-images/object11red.jpg,false,sedivy,false,11,purple,wug,8,4,red,green,None,7/5/2018,15:55,21632,2,0
0,0,2,3,false,false,1blue.jpg,stim-images/object12purple.jpg,false,uniquetarget,false,1,blue,wug,12,None,green,purple,red,7/5/2018,15:55,79948,2,4
0,0,1,5,true,false,9blue.jpg,9blue.jpg,false,colorfoil,true,9,blue,wug,14,None,red,green,None,7/5/2018,15:56,7934,2,1
0,0,1,5,true,false,3red.jpg,3red.jpg,false,colorfoil,true,3,red,dax,7,None,purple,green,None,7/5/2018,15:59,4144,2,3
0,0,2,2,false,true,1green.jpg,stim-images/object13green.jpg,true,sedivy,true,1,green,blicket,13,2,purple,blue,None,7/5/2018,15:59,3409,1,3
0,0,3,4,true,false,12purple.jpg,12purple.jpg,true,uniquetarget,true,12,purple,gade,10,None,blue,red,green,7/5/2018,15:59,3125,1,3
0,0,1,1,false,false,7red.jpg,stim-images/object7green.jpg,false,sedivy,false,7,red,dax,6,1,green,blue,None,7/5/2018,16:04,3866,3,0
0,0,2,5,true,false,4green.jpg,4green.jpg,false,colorfoil,true,4,green,sprock,2,None,red,blue,None,7/5/2018,16:04,3002,4,2
0,0,1,2,true,false,6purple.jpg,6purple.jpg,true,sedivy,false,6,purple,toma,13,9,green,red,None,7/5/2018,16:08,4004,2,0
0,0,2,6,false,true,7green.jpg,stim-images/object1green.jpg,true,colorfoil,false,7,green,gade,1,None,purple,blue,None,7/5/2018,16:08,3965,2,3
0,0,3,4,false,true,11green.jpg,stim-images/object2red.jpg,true,uniquetarget,false,11,green,wug,2,None,red,blue,purple,7/5/2018,16:08,3724,4,3
0,0,4,5,true,false,12blue.jpg,12blue.jpg,false,colorfoil,true,12,blue,koba,14,None,green,red,None,7/5/2018,16:08,3692,3,4
0,0,1,5,false,false,2blue.jpg,stim-images/object3red.jpg,false,colorfoil,false,2,blue,sprock,3,None,red,green,None,7/5/2018,16:11,452715,4,3
0,0,1,4,true,false,12red.jpg,12red.jpg,true,uniquetarget,true,12,red,wug,5,None,purple,green,blue,7/5/2018,16:19,3077,4,0
0,0,2,5,false,false,13red.jpg,stim-images/object8purple.jpg,false,colorfoil,false,13,red,sprock,8,None,blue,purple,None,7/5/2018,16:19,8008,3,1
0,0,1,1,true,false,3blue.jpg,3blue.jpg,false,sedivy,false,3,blue,sprock,7,13,red,green,None,7/5/2018,16:22,2681,4,0
0,0,2,3,false,false,2blue.jpg,stim-images/object6green.jpg,false,uniquetarget,false,2,blue,toma,6,None,red,green,purple,7/5/2018,16:22,3651,1,0
0,0,3,6,true,false,12red.jpg,12red.jpg,true,colorfoil,true,12,red,blicket,8,None,blue,purple,None,7/5/2018,16:22,13010,1,2
0,0,4,4,false,true,10red.jpg,stim-images/object11blue.jpg,true,uniquetarget,false,10,red,koba,11,None,blue,green,purple,7/5/2018,16:22,4196,4,2
0,0,1,6,false,true,1red.jpg,stim-images/object2red.jpg,true,colorfoil,false,1,red,sprock,2,None,purple,blue,None,7/5/2018,16:25,4165,1,3
0,0,2,3,false,false,14green.jpg,stim-images/object11red.jpg,false,uniquetarget,false,14,green,koba,11,None,blue,purple,red,7/5/2018,16:25,2780,3,3
0,0,1,1,false,false,13green.jpg,stim-images/object13blue.jpg,false,sedivy,false,13,green,toma,3,10,blue,red,None,7/5/2018,16:28,3596,3,0
0,0,1,4,true,false,5purple.jpg,5purple.jpg,true,uniquetarget,true,5,purple,dax,2,None,red,green,blue,7/5/2018,16:34,4137,1,0
0,0,1,4,false,false,6red.jpg,stim-images/object1purple.jpg,true,uniquetarget,false,6,red,gade,1,None,blue,purple,green,7/5/2018,16:41,3058,1,0
0,0,2,5,true,false,3green.jpg,3green.jpg,false,colorfoil,true,3,green,toma,9,None,blue,red,None,7/5/2018,16:41,5051,4,2
0,0,1,2,false,false,5red.jpg,stim-images/object6purple.jpg,true,sedivy,true,5,red,dax,12,6,green,purple,None,7/5/2018,16:43,3595,4,0
0,0,2,1,false,false,14green.jpg,stim-images/object4green.jpg,false,sedivy,true,14,green,toma,4,2,red,purple,None,7/5/2018,16:43,3624,3,0
0,0,3,6,true,false,1red.jpg,1red.jpg,true,colorfoil,true,1,red,blicket,7,None,blue,green,None,7/5/2018,16:43,2688,3,1
0,0,4,5,false,true,9green.jpg,stim-images/object10green.jpg,false,colorfoil,false,9,green,koba,10,None,red,blue,None,7/5/2018,16:43,2724,4,2
0,0,1,2,true,false,11purple.jpg,11purple.jpg,true,sedivy,false,11,purple,dax,4,5,red,blue,None,7/5/2018,16:44,2776,2,0
0,0,2,4,false,false,10green.jpg,stim-images/object3purple.jpg,true,uniquetarget,false,10,green,koba,3,None,red,blue,purple,7/5/2018,16:44,9243,1,0
0,0,3,5,false,false,6purple.jpg,stim-images/object12green.jpg,false,colorfoil,false,6,purple,blicket,12,None,blue,green,None,7/5/2018,16:44,4956,3,2
0,0,1,5,false,false,8blue.jpg,stim-images/object1green.jpg,false,colorfoil,false,8,blue,sprock,1,None,green,red,None,7/5/2018,16:47,3493,4,3
0,0,1,2,false,false,14blue.jpg,stim-images/object1blue.jpg,true,sedivy,true,14,blue,blicket,1,10,green,red,None,7/5/2018,16:49,4200,4,0
0,0,2,4,true,false,12purple.jpg,12purple.jpg,true,uniquetarget,true,12,purple,koba,3,None,red,blue,green,7/5/2018,16:49,11253,1,0
0,0,3,1,true,false,9green.jpg,9green.jpg,false,sedivy,false,9,green,wug,8,11,red,blue,None,7/5/2018,16:49,5994,4,0
0,0,4,3,false,false,5purple.jpg,stim-images/object7blue.jpg,false,uniquetarget,false,5,purple,dax,7,None,blue,red,green,7/5/2018,16:49,8321,2,0
0,0,1,4,true,false,6purple.jpg,6purple.jpg,true,uniquetarget,true,6,purple,wug,1,None,red,green,blue,7/5/2018,16:56,3372,4,0
0,0,2,5,true,false,11red.jpg,11red.jpg,false,colorfoil,true,11,red,toma,13,None,purple,green,None,7/5/2018,16:56,3587,3,1
0,0,3,1,false,false,9green.jpg,stim-images/object12green.jpg,false,sedivy,true,9,green,sprock,12,3,red,purple,None,7/5/2018,16:56,2856,1,1
0,0,4,2,true,false,7blue.jpg,7blue.jpg,true,sedivy,false,7,blue,gade,14,2,purple,green,None,7/5/2018,16:56,4521,4,1
0,0,5,6,false,false,8blue.jpg,stim-images/object5green.jpg,true,colorfoil,false,8,blue,koba,5,None,green,purple,None,7/5/2018,16:56,3672,2,3
0,0,6,3,false,false,4green.jpg,stim-images/object10red.jpg,false,uniquetarget,false,4,green,blicket,10,None,red,purple,blue,7/5/2018,16:56,2725,2,3
0,0,1,3,false,false,2blue.jpg,stim-images/object13red.jpg,false,uniquetarget,false,2,blue,sprock,13,None,purple,red,green,7/5/2018,16:58,2993,4,0
0,0,2,4,true,false,7blue.jpg,7blue.jpg,true,uniquetarget,true,7,blue,dax,10,None,purple,red,green,7/5/2018,16:58,2951,4,0
0,0,3,1,false,false,3purple.jpg,stim-images/object12purple.jpg,false,sedivy,true,3,purple,blicket,12,4,blue,green,None,7/5/2018,16:58,4020,2,0
0,0,4,2,true,false,8purple.jpg,8purple.jpg,true,sedivy,false,8,purple,wug,14,1,red,green,None,7/5/2018,16:58,2718,1,0
0,0,5,6,false,true,6blue.jpg,stim-images/object9blue.jpg,true,colorfoil,false,6,blue,koba,9,None,purple,green,None,7/5/2018,16:58,4031,4,3
0,0,6,5,true,false,5red.jpg,5red.jpg,false,colorfoil,true,5,red,toma,11,None,green,blue,None,7/5/2018,16:58,7546,4,1
0,0,1,5,true,false,10red.jpg,10red.jpg,false,colorfoil,true,10,red,dax,7,None,blue,purple,None,7/5/2018,16:59,3626,2,1
0,0,2,2,true,false,8green.jpg,8green.jpg,true,sedivy,false,8,green,koba,5,13,blue,purple,None,7/5/2018,16:59,4464,3,1
0,0,3,6,true,false,2green.jpg,2green.jpg,true,colorfoil,true,2,green,toma,4,None,blue,purple,None,7/5/2018,16:59,3576,1,3
0,0,4,3,true,false,11purple.jpg,11purple.jpg,false,uniquetarget,true,11,purple,gade,6,None,green,blue,red,7/5/2018,16:59,4158,3,3
0,0,5,1,false,false,14green.jpg,stim-images/object12red.jpg,false,sedivy,true,14,green,blicket,3,12,blue,red,None,7/5/2018,16:59,2949,1,3
0,0,6,4,true,false,9green.jpg,9green.jpg,true,uniquetarget,true,9,green,wug,1,None,red,blue,purple,7/5/2018,16:59,4065,2,3
0,0,1,1,false,false,11blue.jpg,stim-images/object11purple.jpg,false,sedivy,false,11,blue,gade,2,14,purple,green,None,7/5/2018,17:01,3547,3,0
0,0,2,4,true,false,3purple.jpg,3purple.jpg,true,uniquetarget,true,3,purple,wug,5,None,green,red,blue,7/5/2018,17:01,26009,2,0
0,0,1,3,true,false,14red.jpg,14red.jpg,false,uniquetarget,true,14,red,wug,8,None,blue,green,purple,7/5/2018,17:04,6883,2,0
0,0,2,5,true,false,4red.jpg,4red.jpg,false,colorfoil,true,4,red,sprock,3,None,green,blue,None,7/5/2018,17:04,7119,1,3
0,0,3,2,false,true,9purple.jpg,stim-images/object5blue.jpg,true,sedivy,true,9,purple,toma,11,5,red,blue,None,7/5/2018,17:04,50487,1,3
0,0,1,2,true,false,1blue.jpg,1blue.jpg,true,sedivy,false,1,blue,dax,6,14,green,purple,None,7/5/2018,17:10,3202,4,0
0,0,2,3,true,false,13red.jpg,13red.jpg,false,uniquetarget,true,13,red,wug,11,None,blue,green,purple,7/5/2018,17:10,4499,3,0
0,0,3,1,false,false,12purple.jpg,stim-images/object10blue.jpg,false,sedivy,true,12,purple,blicket,2,10,green,blue,None,7/5/2018,17:10,4982,2,0
0,0,1,3,false,false,10purple.jpg,stim-images/object4green.jpg,false,uniquetarget,false,10,purple,wug,4,None,red,green,blue,7/5/2018,17:16,2945,1,0
0,0,2,5,true,false,1green.jpg,1green.jpg,false,colorfoil,true,1,green,dax,8,None,red,purple,None,7/5/2018,17:16,6870,1,2
0,0,3,1,false,false,6blue.jpg,stim-images/object14green.jpg,false,sedivy,true,6,blue,toma,3,14,red,green,None,7/5/2018,17:16,11400,2,2
0,0,4,2,false,false,2purple.jpg,stim-images/object5blue.jpg,true,sedivy,true,2,purple,gade,9,5,red,blue,None,7/5/2018,17:16,3919,2,2
0,0,1,4,false,false,10purple.jpg,stim-images/object1blue.jpg,true,uniquetarget,false,10,purple,dax,1,None,red,blue,green,7/5/2018,17:23,4010,4,0
0,0,2,5,false,false,4red.jpg,stim-images/object8blue.jpg,false,colorfoil,false,4,red,wug,8,None,purple,blue,None,7/5/2018,17:23,3270,4,3
0,0,3,3,false,false,11red.jpg,stim-images/object12purple.jpg,false,uniquetarget,false,11,red,gade,12,None,blue,green,purple,7/5/2018,17:23,73248,2,3
0,0,4,6,false,false,5blue.jpg,stim-images/object2purple.jpg,true,colorfoil,false,5,blue,sprock,2,None,purple,green,None,7/5/2018,17:23,4505,1,3
0,0,5,2,true,false,9blue.jpg,9blue.jpg,true,sedivy,false,9,blue,toma,7,6,green,purple,None,7/5/2018,17:23,2841,4,3
0,0,1,2,false,false,13blue.jpg,stim-images/object6blue.jpg,true,sedivy,true,13,blue,dax,6,7,red,purple,None,7/5/2018,17:31,7978,2,0
0,0,2,5,false,false,14purple.jpg,stim-images/object2red.jpg,false,colorfoil,false,14,purple,wug,2,None,green,red,None,7/5/2018,17:31,3557,2,3
0,0,3,6,false,false,11purple.jpg,stim-images/object3blue.jpg,true,colorfoil,false,11,purple,gade,3,None,green,blue,None,7/5/2018,17:31,2586,1,4
0,0,4,1,false,false,5green.jpg,stim-images/object12green.jpg,false,sedivy,true,5,green,koba,12,10,red,purple,None,7/5/2018,17:31,3704,4,4
0,0,5,4,false,false,1purple.jpg,stim-images/object4blue.jpg,true,uniquetarget,false,1,purple,toma,4,None,red,blue,green,7/5/2018,17:31,3041,3,4
0,0,6,3,false,false,9blue.jpg,stim-images/object8purple.jpg,false,uniquetarget,false,9,blue,sprock,8,None,red,purple,green,7/5/2018,17:31,3017,4,4
0,0,1,5,true,false,11green.jpg,11green.jpg,false,colorfoil,true,11,green,koba,10,None,purple,red,None,7/5/2018,17:37,2887,2,1
0,0,2,6,false,true,6green.jpg,stim-images/object12green.jpg,true,colorfoil,false,6,green,gade,12,None,purple,red,None,7/5/2018,17:37,3636,3,1
0,0,3,2,false,false,13green.jpg,stim-images/object8green.jpg,true,sedivy,true,13,green,blicket,8,2,purple,red,None,7/5/2018,17:37,3536,3,1
0,0,4,4,false,false,7purple.jpg,stim-images/object9blue.jpg,true,uniquetarget,false,7,purple,dax,9,None,green,blue,red,7/5/2018,17:37,3543,1,1
0,0,5,3,true,false,5blue.jpg,5blue.jpg,false,uniquetarget,true,5,blue,sprock,1,None,red,green,purple,7/5/2018,17:37,3226,1,1
0,0,6,1,false,false,3purple.jpg,stim-images/object4purple.jpg,false,sedivy,true,3,purple,wug,4,14,green,blue,None,7/5/2018,17:37,3827,1,1
0,0,6,6,false,true,4red.jpg,stim-images/object6red.jpg,true,colorfoil,false,4,red,koba,6,None,purple,blue,None,7/5/2018,15:49,86336267,2,1
0,0,1,3,true,false,5red.jpg,5red.jpg,false,uniquetarget,true,5,red,blicket,13,None,green,purple,blue,7/9/2018,14:31,59013,1,0
0,0,2,6,true,false,4green.jpg,4green.jpg,true,colorfoil,true,4,green,toma,8,None,blue,purple,None,7/9/2018,14:31,3797,4,3
0,0,3,4,true,false,10green.jpg,10green.jpg,true,uniquetarget,true,10,green,gade,14,None,red,blue,purple,7/9/2018,14:31,3470,1,3
0,0,4,5,true,false,6purple.jpg,6purple.jpg,false,colorfoil,true,6,purple,koba,11,None,green,blue,None,7/9/2018,14:31,2811,1,2
0,0,5,1,false,true,3purple.jpg,stim-images/object12purple.jpg,false,sedivy,true,3,purple,dax,12,9,red,blue,None,7/9/2018,14:31,3422,1,2
0,0,6,2,true,false,7blue.jpg,7blue.jpg,true,sedivy,false,7,blue,sprock,1,2,purple,red,None,7/9/2018,14:31,4337,1,2
0,0,1,4,true,false,6purple.jpg,6purple.jpg,true,uniquetarget,true,6,purple,dax,14,None,blue,green,red,7/9/2018,14:42,8073,3,0
0,0,1,4,false,false,4blue.jpg,stim-images/object2purple.jpg,true,uniquetarget,false,4,blue,blicket,2,None,purple,green,red,7/9/2018,15:26,3908178,2,0
0,0,1,1,false,false,5green.jpg,stim-images/object11red.jpg,false,sedivy,true,5,green,dax,10,11,purple,red,None,7/9/2018,16:37,6159,4,0
0,0,2,4,true,false,8blue.jpg,8blue.jpg,true,uniquetarget,true,8,blue,blicket,1,None,red,purple,green,7/9/2018,16:37,44120,1,0
0,0,3,6,false,true,4green.jpg,stim-images/object7green.jpg,true,colorfoil,false,4,green,gade,7,None,blue,purple,None,7/9/2018,16:37,6544,2,3
0,0,4,2,true,false,13blue.jpg,13blue.jpg,true,sedivy,false,13,blue,toma,9,12,purple,green,None,7/9/2018,16:37,5585,4,3
0,0,1,5,true,false,8blue.jpg,8blue.jpg,false,colorfoil,true,8,blue,dax,3,None,green,red,None,7/17/2018,10:06,4892,2,1
0,0,2,3,true,false,4blue.jpg,4blue.jpg,false,uniquetarget,true,4,blue,toma,6,None,red,purple,green,7/17/2018,10:06,5971,2,1
0,0,3,4,true,false,7purple.jpg,7purple.jpg,true,uniquetarget,true,7,purple,koba,14,None,red,blue,green,7/17/2018,10:06,5421,4,1
0,0,4,2,true,false,13purple.jpg,13purple.jpg,true,sedivy,false,13,purple,blicket,9,10,red,blue,None,7/17/2018,10:06,2922,4,1
0,0,5,1,false,false,1green.jpg,stim-images/object11green.jpg,false,sedivy,true,1,green,gade,11,2,purple,blue,None,7/17/2018,10:06,5031,1,1
0,0,1,2,true,false,14green.jpg,14green.jpg,true,sedivy,false,14,green,dax,6,1,purple,red,None,7/17/2018,10:41,6641,4,2,14,purple,6,green,1,red,14,green
0,0,2,6,true,false,3red.jpg,3red.jpg,true,colorfoil,true,3,red,toma,11,None,purple,green,None,7/17/2018,10:41,4131,3,2,11,green,11,red,3,red,11,purple
0,0,3,5,true,false,8blue.jpg,8blue.jpg,false,colorfoil,true,8,blue,gade,2,None,red,purple,None,7/17/2018,10:41,3913,3,2,2,purple,2,blue,8,blue,2,red
0,0,4,1,false,false,4green.jpg,stim-images/object9blue.jpg,false,sedivy,true,4,green,blicket,12,9,purple,blue,None,7/17/2018,10:41,4888,4,1,12,green,9,blue,4,purple,4,green
0,0,5,4,true,false,5red.jpg,5red.jpg,true,uniquetarget,true,5,red,wug,7,None,blue,purple,green,7/17/2018,10:41,3370,2,0,7,green,5,red,7,purple,7,blue
0,0,6,3,true,false,13red.jpg,13red.jpg,false,uniquetarget,true,13,red,koba,10,None,green,blue,purple,7/17/2018,10:41,2805,3,0,10,blue,10,purple,13,red,10,green
0,0,1,5,true,false,10purple.jpg,10purple.jpg,false,colorfoil,true,10,purple,koba,5,None,green,red,None,7/17/2018,9:01,6544,4,3
0,0,2,3,false,false,11green.jpg,stim-images/object3blue.jpg,false,uniquetarget,false,11,green,dax,3,None,purple,blue,red,7/17/2018,9:01,56261,3,3
0,0,3,4,true,false,7red.jpg,7red.jpg,true,uniquetarget,true,7,red,blicket,1,None,blue,purple,green,7/17/2018,9:01,2744,3,3
0,0,4,6,false,false,2blue.jpg,stim-images/object9red.jpg,true,colorfoil,false,2,blue,sprock,9,None,red,green,None,7/17/2018,9:01,2783,4,3
0,0,5,1,false,true,6blue.jpg,stim-images/object6green.jpg,false,sedivy,false,6,blue,toma,13,8,green,purple,None,7/17/2018,9:01,2605,4,3
0,0,1,2,true,false,10red.jpg,10red.jpg,true,sedivy,false,10,red,dax,5,7,blue,purple,None,7/17/2018,10:44,5480,4,1,5,red,10,blue,7,purple,10,red
0,0,2,4,false,false,12purple.jpg,stim-images/object11green.jpg,true,uniquetarget,false,12,purple,sprock,11,None,green,red,blue,7/17/2018,10:44,7637,1,0,12,purple,11,blue,11,green,11,red
0,0,3,6,false,true,2purple.jpg,stim-images/object14purple.jpg,true,colorfoil,false,2,purple,gade,14,None,green,blue,None,7/17/2018,10:44,3878,2,3,14,green,2,purple,14,purple,14,blue
0,0,4,5,true,false,8blue.jpg,8blue.jpg,false,colorfoil,true,8,blue,wug,1,None,green,red,None,7/17/2018,10:44,3405,1,4,8,blue,1,green,1,red,1,blue
0,0,5,1,false,true,13blue.jpg,stim-images/object9blue.jpg,false,sedivy,true,13,blue,toma,9,3,green,red,None,7/17/2018,10:44,4146,3,1,9,blue,3,red,13,blue,13,green
0,0,1,2,true,false,10red.jpg,10red.jpg,true,sedivy,false,10,red,toma,13,7,purple,blue,None,7/17/2018,10:45,2861,4,3,7,blue,10,purple,13,red,10,red
0,0,2,6,false,true,14green.jpg,stim-images/object12green.jpg,true,colorfoil,false,14,green,koba,12,None,blue,purple,None,7/17/2018,10:45,4477,1,3,14,green,12,purple,12,green,12,blue
0,0,3,4,false,false,9blue.jpg,stim-images/object6red.jpg,true,uniquetarget,false,9,blue,sprock,6,None,green,purple,red,7/17/2018,10:45,2775,1,0,9,blue,6,green,6,red,6,purple
Test,0,1,4,true,false,5green.jpg,5green.jpg,true,uniquetarget,true,5,green,dax,10,None,purple,red,blue,7/20/2018,13:15,9912,1,0,5,green,10,purple,10,blue,10,red
Test,0,2,2,false,false,14purple.jpg,stim-images/object13red.jpg,true,sedivy,true,14,purple,blicket,3,13,blue,red,None,7/20/2018,13:15,5184,2,3,14,blue,14,purple,3,purple,13,red
Test,0,3,6,false,true,12purple.jpg,stim-images/object7purple.jpg,true,colorfoil,false,12,purple,koba,7,None,red,green,None,7/20/2018,13:15,4224,1,4,12,purple,7,red,7,green,7,purple
Test,0,4,5,false,false,11purple.jpg,stim-images/object4blue.jpg,false,colorfoil,false,11,purple,sprock,4,None,green,blue,None,7/20/2018,13:15,2983,2,3,4,green,11,purple,4,purple,4,blue
Test,0,5,3,true,false,2blue.jpg,2blue.jpg,false,uniquetarget,true,2,blue,wug,9,None,green,red,purple,7/20/2018,13:15,3623,3,0,9,red,9,green,2,blue,9,purple
Test,0,6,1,false,true,1red.jpg,stim-images/object8red.jpg,false,sedivy,true,1,red,toma,8,6,purple,green,None,7/20/2018,13:15,3244,4,3,6,green,1,purple,8,red,1,red
X,NaN,1,4,false,false,6green.jpg,stim-images/object3blue.jpg,true,uniquetarget,false,6,green,koba,3,None,blue,purple,red,7/22/2018,10:33,4191,1,0,6,green,3,blue,3,purple,3,red
X,NaN,1,6,false,true,8blue.jpg,stim-images/object7blue.jpg,true,colorfoil,false,8,blue,gade,7,None,red,purple,None,7/22/2018,10:33,3987,1,4,8,blue,7,purple,7,red,7,blue
X,NaN,2,1,false,false,4red.jpg,stim-images/object14green.jpg,false,sedivy,true,4,red,sprock,11,14,blue,green,None,7/22/2018,10:33,8635,2,3,14,green,4,red,11,red,4,blue
X,NaN,3,2,false,true,6green.jpg,stim-images/object2green.jpg,true,sedivy,true,6,green,dax,2,3,red,blue,None,7/22/2018,10:33,11346,3,4,3,blue,6,red,6,green,2,green
X,NaN,4,3,true,false,1blue.jpg,1blue.jpg,false,uniquetarget,true,1,blue,toma,10,None,red,green,purple,7/22/2018,10:33,10603,4,0,10,green,10,red,10,purple,1,blue
