type,subid,chosetarget,choselure,choseunique,searchtype,targetcolor,targetshape,targetsaturation,targetword,rtsearch,adjective_used
grey,164,TRUE,FALSE,TRUE,uniquetarget,red,12,bright,dax,3882,TRUE
grey,164,TRUE,FALSE,TRUE,uniquetarget,purple,18,bright,lomet,3321,TRUE
grey,164,FALSE,FALSE,FALSE,uniquetarget,red,undefined,bright,undefined,9730,FALSE
grey,22,FALSE,TRUE,TRUE,sedivy,blue,1,dark,toma,5323,FALSE
grey,22,FALSE,TRUE,TRUE,sedivy,purple,10,bright,boti,5063,TRUE
grey,22,TRUE,FALSE,TRUE,uniquetarget,purple,21,bright,gade,4912,FALSE
grey,22,TRUE,FALSE,TRUE,uniquetarget,red,4,bright,koba,4665,TRUE
grey,22,TRUE,FALSE,TRUE,uniquetarget,purple,17,bright,flib,3982,TRUE
grey,22,TRUE,FALSE,TRUE,uniquetarget,purple,22,bright,dax,4174,FALSE
grey,22,FALSE,TRUE,TRUE,sedivy,red,13,bright,quen,5030,FALSE
grey,22,FALSE,TRUE,TRUE,sedivy,red,9,bright,wug,4804,TRUE
grey,22,TRUE,FALSE,TRUE,uniquetarget,green,2,bright,sprock,4371,TRUE
grey,22,FALSE,TRUE,TRUE,sedivy,green,15,bright,lomet,3573,FALSE
grey,22,TRUE,FALSE,TRUE,uniquetarget,green,7,bright,blicket,3567,FALSE
grey,22,FALSE,TRUE,TRUE,sedivy,red,6,dark,zorp,5139,TRUE
grey,60,FALSE,TRUE,TRUE,sedivy,purple,18,bright,flib,2989,FALSE
grey,60,FALSE,TRUE,TRUE,sedivy,red,22,bright,sprock,4738,TRUE
grey,60,FALSE,TRUE,TRUE,sedivy,purple,7,dark,koba,6810,FALSE
grey,60,TRUE,FALSE,TRUE,uniquetarget,purple,10,bright,blicket,2988,TRUE
grey,60,FALSE,TRUE,TRUE,sedivy,purple,16,bright,toma,3124,TRUE
grey,60,FALSE,TRUE,TRUE,sedivy,green,24,bright,dax,3031,TRUE
grey,60,TRUE,FALSE,TRUE,uniquetarget,blue,15,bright,lomet,2874,TRUE
grey,60,TRUE,FALSE,TRUE,uniquetarget,blue,4,bright,gade,3520,FALSE
grey,60,TRUE,FALSE,TRUE,uniquetarget,purple,5,bright,quen,2924,TRUE
grey,60,TRUE,FALSE,TRUE,uniquetarget,purple,12,bright,zorp,3234,FALSE
grey,60,FALSE,TRUE,TRUE,sedivy,green,3,dark,wug,3541,FALSE
grey,60,TRUE,FALSE,TRUE,uniquetarget,red,undefined,dark,undefined,3853,FALSE
grey,114,FALSE,TRUE,TRUE,sedivy,green,5,bright,sprock,4192,FALSE
grey,114,FALSE,TRUE,TRUE,sedivy,purple,21,dark,toma,5768,FALSE
grey,114,TRUE,FALSE,FALSE,sedivy,red,3,dark,koba,6837,TRUE
grey,114,FALSE,TRUE,TRUE,sedivy,green,24,dark,lomet,4448,FALSE
grey,114,TRUE,FALSE,TRUE,uniquetarget,red,19,bright,gade,9837,TRUE
grey,114,TRUE,FALSE,FALSE,sedivy,purple,17,dark,zorp,6613,TRUE
grey,114,TRUE,FALSE,TRUE,uniquetarget,blue,9,bright,flib,6042,TRUE
grey,114,TRUE,FALSE,FALSE,sedivy,blue,22,dark,wug,6145,TRUE
grey,114,TRUE,FALSE,TRUE,uniquetarget,red,12,dark,boti,3190,FALSE
grey,114,TRUE,FALSE,TRUE,uniquetarget,purple,23,bright,blicket,3714,FALSE
grey,114,TRUE,FALSE,TRUE,uniquetarget,red,2,dark,quen,3081,FALSE
grey,114,TRUE,FALSE,TRUE,uniquetarget,green,18,dark,dax,14348,TRUE
grey,5,FALSE,FALSE,FALSE,sedivy,red,15,dark,quen,5532,FALSE
grey,5,FALSE,TRUE,TRUE,sedivy,red,10,dark,sprock,5363,TRUE
grey,5,FALSE,FALSE,FALSE,sedivy,blue,8,dark,wug,5357,FALSE
grey,5,FALSE,FALSE,FALSE,sedivy,purple,19,bright,dax,7034,TRUE
grey,5,FALSE,FALSE,FALSE,uniquetarget,red,5,dark,zorp,5842,TRUE
grey,5,FALSE,FALSE,FALSE,uniquetarget,purple,7,bright,gade,3798,TRUE
grey,5,TRUE,FALSE,TRUE,uniquetarget,red,22,dark,koba,3450,FALSE
grey,5,TRUE,FALSE,TRUE,uniquetarget,green,4,dark,flib,2757,TRUE
grey,5,TRUE,FALSE,FALSE,sedivy,red,16,bright,toma,2813,FALSE
grey,5,TRUE,FALSE,TRUE,uniquetarget,blue,3,bright,boti,3094,FALSE
grey,5,FALSE,FALSE,FALSE,uniquetarget,red,6,bright,lomet,2545,FALSE
grey,5,TRUE,FALSE,FALSE,sedivy,green,1,dark,blicket,2508,TRUE
grey,109,TRUE,FALSE,TRUE,uniquetarget,red,7,bright,gade,60830,FALSE
grey,109,TRUE,FALSE,TRUE,uniquetarget,green,13,dark,dax,5892,TRUE
grey,109,FALSE,FALSE,FALSE,sedivy,purple,6,bright,quen,5762,FALSE
grey,109,TRUE,FALSE,TRUE,uniquetarget,blue,2,bright,blicket,2642,TRUE
grey,109,FALSE,FALSE,FALSE,sedivy,blue,1,dark,flib,5208,TRUE
grey,109,FALSE,FALSE,FALSE,sedivy,purple,3,bright,lomet,2698,TRUE
grey,109,FALSE,FALSE,FALSE,sedivy,green,10,bright,wug,3652,TRUE
grey,109,FALSE,FALSE,FALSE,sedivy,blue,22,dark,boti,3058,FALSE
grey,109,TRUE,FALSE,TRUE,uniquetarget,red,14,dark,toma,5610,FALSE
grey,109,FALSE,FALSE,FALSE,sedivy,green,19,bright,sprock,3242,FALSE
grey,109,TRUE,FALSE,TRUE,uniquetarget,purple,23,bright,koba,2978,FALSE
grey,109,TRUE,FALSE,TRUE,uniquetarget,purple,16,dark,zorp,4562,TRUE
grey,65,FALSE,TRUE,TRUE,sedivy,red,3,bright,lomet,7763,FALSE
grey,65,FALSE,TRUE,TRUE,sedivy,purple,7,dark,zorp,19258,TRUE
grey,65,FALSE,TRUE,TRUE,sedivy,purple,15,bright,flib,5013,TRUE
grey,65,TRUE,FALSE,TRUE,uniquetarget,red,1,bright,dax,2869,TRUE
grey,65,TRUE,FALSE,TRUE,uniquetarget,red,17,bright,sprock,3567,TRUE
grey,65,TRUE,FALSE,TRUE,uniquetarget,purple,18,bright,boti,2541,FALSE
grey,65,TRUE,FALSE,TRUE,uniquetarget,green,19,dark,gade,3171,FALSE
grey,65,TRUE,FALSE,TRUE,uniquetarget,red,6,bright,koba,2984,FALSE
grey,65,FALSE,TRUE,TRUE,sedivy,blue,22,dark,toma,3717,FALSE
grey,65,FALSE,TRUE,TRUE,sedivy,blue,21,bright,blicket,3014,FALSE
grey,65,TRUE,FALSE,TRUE,uniquetarget,blue,4,bright,wug,2796,TRUE
grey,65,FALSE,FALSE,FALSE,sedivy,purple,undefined,bright,undefined,9069,TRUE
grey,126,FALSE,TRUE,TRUE,sedivy,red,18,bright,flib,13669,FALSE
grey,126,TRUE,FALSE,TRUE,uniquetarget,blue,7,dark,quen,14003,TRUE
grey,126,FALSE,TRUE,TRUE,sedivy,green,11,bright,wug,13155,TRUE
grey,126,TRUE,FALSE,TRUE,uniquetarget,green,24,dark,sprock,18887,FALSE
grey,126,TRUE,FALSE,TRUE,uniquetarget,red,21,dark,boti,9613,TRUE
grey,126,FALSE,TRUE,TRUE,sedivy,red,20,bright,blicket,14655,FALSE
grey,126,FALSE,TRUE,TRUE,sedivy,green,16,dark,zorp,5853,FALSE
grey,126,TRUE,FALSE,TRUE,uniquetarget,red,5,bright,dax,3344,TRUE
grey,126,FALSE,TRUE,TRUE,sedivy,purple,13,dark,toma,2898,TRUE
grey,126,TRUE,FALSE,TRUE,uniquetarget,purple,2,bright,koba,5578,FALSE
grey,126,FALSE,TRUE,TRUE,sedivy,purple,3,dark,lomet,2797,TRUE
grey,126,TRUE,FALSE,TRUE,uniquetarget,blue,6,dark,gade,5026,FALSE
grey,103,FALSE,FALSE,FALSE,uniquetarget,blue,10,dark,koba,3324,FALSE
grey,103,FALSE,TRUE,TRUE,sedivy,green,14,bright,gade,6406,TRUE
grey,103,TRUE,FALSE,TRUE,uniquetarget,green,20,bright,lomet,2700,FALSE
grey,103,FALSE,TRUE,TRUE,sedivy,red,18,bright,toma,3148,FALSE
grey,103,FALSE,FALSE,FALSE,uniquetarget,purple,13,bright,blicket,4189,TRUE
grey,103,FALSE,TRUE,TRUE,sedivy,blue,1,dark,quen,5613,FALSE
grey,103,FALSE,FALSE,FALSE,uniquetarget,purple,9,bright,dax,3588,TRUE
grey,103,FALSE,TRUE,TRUE,sedivy,green,21,dark,sprock,4037,TRUE
grey,103,TRUE,FALSE,FALSE,sedivy,purple,11,dark,boti,2877,FALSE
grey,103,FALSE,FALSE,FALSE,uniquetarget,blue,7,bright,wug,3212,TRUE
grey,103,FALSE,FALSE,FALSE,uniquetarget,green,24,bright,flib,3099,FALSE
grey,103,FALSE,FALSE,FALSE,sedivy,purple,3,bright,zorp,3093,TRUE
grey,172,FALSE,TRUE,TRUE,sedivy,blue,24,dark,koba,4074,FALSE
grey,172,FALSE,TRUE,TRUE,sedivy,blue,17,bright,toma,6075,TRUE
grey,172,TRUE,FALSE,TRUE,uniquetarget,blue,5,dark,sprock,4865,FALSE
grey,172,TRUE,FALSE,TRUE,uniquetarget,red,13,dark,blicket,3801,TRUE
grey,172,TRUE,FALSE,TRUE,uniquetarget,green,1,bright,boti,3526,TRUE
grey,172,FALSE,TRUE,TRUE,sedivy,green,9,dark,wug,3743,FALSE
grey,172,FALSE,TRUE,TRUE,sedivy,red,2,bright,quen,4361,FALSE
grey,172,FALSE,TRUE,TRUE,sedivy,green,21,bright,dax,3979,TRUE
grey,172,TRUE,FALSE,TRUE,uniquetarget,blue,10,bright,gade,3139,FALSE
grey,172,TRUE,FALSE,TRUE,uniquetarget,green,19,dark,zorp,2880,TRUE
grey,172,TRUE,FALSE,TRUE,uniquetarget,purple,3,bright,lomet,3213,FALSE
grey,172,FALSE,TRUE,TRUE,sedivy,blue,8,bright,flib,3382,TRUE
grey,166,FALSE,TRUE,TRUE,sedivy,purple,18,dark,flib,2853,FALSE
grey,166,FALSE,TRUE,TRUE,sedivy,green,23,bright,wug,5621,FALSE
grey,166,FALSE,FALSE,FALSE,uniquetarget,green,5,dark,lomet,4270,TRUE
grey,166,TRUE,FALSE,TRUE,uniquetarget,red,20,dark,quen,14221,FALSE
grey,166,FALSE,TRUE,TRUE,sedivy,purple,6,dark,zorp,3151,TRUE
grey,166,TRUE,FALSE,TRUE,uniquetarget,red,14,dark,sprock,2799,FALSE
grey,166,FALSE,TRUE,TRUE,sedivy,green,13,dark,koba,3240,TRUE
grey,166,TRUE,FALSE,TRUE,uniquetarget,green,8,dark,blicket,2550,FALSE
grey,166,TRUE,FALSE,TRUE,uniquetarget,red,2,dark,toma,6695,TRUE
grey,166,FALSE,FALSE,FALSE,sedivy,blue,12,bright,boti,3182,TRUE
grey,166,TRUE,FALSE,TRUE,uniquetarget,blue,19,dark,gade,2871,TRUE
grey,166,FALSE,TRUE,TRUE,sedivy,blue,undefined,bright,undefined,3263,FALSE
grey,250,TRUE,FALSE,FALSE,sedivy,green,13,dark,toma,2679,TRUE
grey,250,TRUE,FALSE,FALSE,sedivy,green,19,dark,lomet,2881,FALSE
grey,250,TRUE,FALSE,FALSE,sedivy,red,9,bright,dax,2583,TRUE
grey,250,FALSE,FALSE,FALSE,sedivy,blue,17,bright,boti,3649,FALSE
grey,250,FALSE,FALSE,FALSE,uniquetarget,blue,4,dark,zorp,3352,TRUE
grey,250,FALSE,FALSE,FALSE,uniquetarget,purple,24,bright,sprock,3517,TRUE
grey,250,FALSE,FALSE,FALSE,uniquetarget,red,5,dark,quen,4019,FALSE
grey,250,FALSE,FALSE,FALSE,uniquetarget,red,16,bright,blicket,5118,FALSE
grey,250,FALSE,FALSE,FALSE,sedivy,red,15,bright,wug,3313,FALSE
grey,250,FALSE,FALSE,FALSE,uniquetarget,purple,10,dark,flib,3104,FALSE
grey,250,FALSE,FALSE,FALSE,uniquetarget,purple,7,dark,koba,3579,TRUE
grey,250,FALSE,FALSE,FALSE,sedivy,green,22,dark,gade,2694,TRUE
grey,41,FALSE,TRUE,TRUE,sedivy,green,12,dark,zorp,11927,TRUE
grey,41,TRUE,FALSE,TRUE,uniquetarget,red,9,dark,wug,3609,FALSE
grey,41,FALSE,TRUE,TRUE,sedivy,green,10,bright,gade,4210,TRUE
grey,41,TRUE,FALSE,FALSE,sedivy,red,13,dark,dax,5348,TRUE
grey,41,FALSE,FALSE,FALSE,uniquetarget,blue,19,bright,toma,5875,FALSE
grey,41,FALSE,TRUE,TRUE,sedivy,purple,15,dark,flib,4793,FALSE
grey,41,TRUE,FALSE,TRUE,uniquetarget,red,20,bright,koba,4949,TRUE
grey,41,TRUE,FALSE,TRUE,uniquetarget,red,16,bright,lomet,3015,TRUE
grey,41,FALSE,TRUE,TRUE,sedivy,red,4,bright,sprock,6482,FALSE
grey,41,TRUE,FALSE,TRUE,uniquetarget,green,11,bright,quen,3508,TRUE
grey,41,TRUE,FALSE,TRUE,uniquetarget,purple,7,dark,boti,3727,FALSE
grey,41,TRUE,FALSE,FALSE,sedivy,red,undefined,dark,undefined,4040,FALSE
grey,249,FALSE,TRUE,TRUE,sedivy,purple,13,bright,gade,4810,FALSE
grey,249,TRUE,FALSE,TRUE,uniquetarget,green,22,bright,flib,4181,FALSE
grey,249,TRUE,FALSE,TRUE,uniquetarget,red,19,dark,sprock,3569,TRUE
grey,249,FALSE,FALSE,FALSE,sedivy,green,10,dark,boti,4442,FALSE
grey,249,FALSE,FALSE,FALSE,sedivy,red,14,dark,lomet,2706,FALSE
grey,249,TRUE,FALSE,TRUE,uniquetarget,green,16,bright,dax,2842,FALSE
grey,249,TRUE,FALSE,TRUE,uniquetarget,green,2,dark,wug,2819,FALSE
grey,249,TRUE,FALSE,TRUE,uniquetarget,purple,1,dark,zorp,3798,TRUE
grey,249,FALSE,TRUE,TRUE,sedivy,red,21,bright,blicket,4214,TRUE
grey,249,FALSE,TRUE,TRUE,sedivy,red,6,dark,koba,3907,TRUE
grey,249,FALSE,TRUE,TRUE,sedivy,purple,8,bright,quen,3008,TRUE
grey,249,TRUE,FALSE,TRUE,uniquetarget,green,5,dark,toma,3793,TRUE
grey,110,TRUE,FALSE,TRUE,uniquetarget,purple,2,dark,flib,6023,FALSE
grey,110,TRUE,FALSE,TRUE,uniquetarget,blue,16,bright,toma,6261,TRUE
grey,110,FALSE,FALSE,FALSE,sedivy,blue,3,dark,quen,5249,FALSE
grey,110,FALSE,TRUE,TRUE,sedivy,green,6,bright,sprock,8063,FALSE
grey,110,TRUE,FALSE,FALSE,sedivy,green,24,dark,blicket,4915,TRUE
grey,110,TRUE,FALSE,TRUE,uniquetarget,purple,13,bright,koba,6462,TRUE
grey,110,FALSE,TRUE,TRUE,sedivy,red,9,bright,lomet,6532,TRUE
grey,110,TRUE,FALSE,TRUE,uniquetarget,green,12,dark,gade,5176,FALSE
grey,110,FALSE,TRUE,TRUE,sedivy,green,17,dark,wug,4011,TRUE
grey,110,TRUE,FALSE,TRUE,uniquetarget,blue,5,dark,dax,4106,TRUE
grey,110,FALSE,TRUE,TRUE,sedivy,red,11,bright,zorp,4613,FALSE
grey,110,TRUE,FALSE,TRUE,uniquetarget,blue,10,dark,boti,3365,FALSE
grey,160,TRUE,FALSE,TRUE,uniquetarget,red,6,bright,gade,5679,TRUE
grey,160,FALSE,TRUE,TRUE,sedivy,green,11,dark,flib,5691,FALSE
grey,160,TRUE,FALSE,TRUE,uniquetarget,green,4,dark,quen,7375,TRUE
grey,160,TRUE,FALSE,TRUE,uniquetarget,blue,23,dark,wug,4840,FALSE
grey,160,FALSE,TRUE,TRUE,sedivy,blue,8,dark,koba,4885,FALSE
grey,160,TRUE,FALSE,FALSE,sedivy,blue,19,bright,boti,3886,TRUE
grey,160,FALSE,TRUE,TRUE,sedivy,red,24,bright,toma,8210,TRUE
grey,160,TRUE,FALSE,TRUE,uniquetarget,purple,14,bright,dax,4225,FALSE
grey,160,FALSE,TRUE,TRUE,sedivy,red,18,dark,lomet,3326,FALSE
grey,160,TRUE,FALSE,FALSE,sedivy,red,22,bright,sprock,5300,TRUE
grey,160,TRUE,FALSE,TRUE,uniquetarget,red,2,bright,zorp,3343,TRUE
grey,160,TRUE,FALSE,TRUE,uniquetarget,red,15,dark,blicket,3970,FALSE
grey,134,FALSE,FALSE,FALSE,uniquetarget,green,10,bright,boti,7286,FALSE
grey,134,TRUE,FALSE,FALSE,sedivy,green,15,dark,koba,4271,FALSE
grey,134,TRUE,FALSE,TRUE,uniquetarget,red,5,dark,gade,16412,TRUE
grey,134,FALSE,FALSE,FALSE,sedivy,blue,4,dark,quen,8230,FALSE
grey,134,TRUE,FALSE,FALSE,sedivy,green,6,bright,blicket,6537,FALSE
grey,134,FALSE,FALSE,FALSE,uniquetarget,blue,23,dark,dax,5860,FALSE
grey,134,TRUE,FALSE,TRUE,uniquetarget,green,20,dark,zorp,3153,FALSE
grey,134,TRUE,FALSE,FALSE,sedivy,red,1,dark,toma,4668,TRUE
grey,134,TRUE,FALSE,TRUE,uniquetarget,red,9,dark,wug,3871,TRUE
grey,134,TRUE,FALSE,FALSE,sedivy,blue,24,dark,lomet,6197,TRUE
grey,134,TRUE,FALSE,FALSE,sedivy,red,14,dark,flib,5542,TRUE
grey,134,TRUE,FALSE,TRUE,uniquetarget,purple,19,bright,sprock,4018,TRUE
grey,7,TRUE,FALSE,FALSE,sedivy,red,20,bright,quen,6017,FALSE
grey,7,FALSE,TRUE,TRUE,sedivy,purple,7,bright,blicket,4093,TRUE
grey,7,TRUE,FALSE,TRUE,uniquetarget,purple,6,dark,wug,10007,TRUE
grey,7,TRUE,FALSE,TRUE,uniquetarget,blue,22,bright,toma,15252,TRUE
grey,7,FALSE,TRUE,TRUE,sedivy,green,23,dark,lomet,3588,FALSE
grey,7,TRUE,FALSE,TRUE,uniquetarget,blue,9,bright,dax,2907,FALSE
grey,7,TRUE,FALSE,TRUE,uniquetarget,green,21,bright,gade,3663,FALSE
grey,7,FALSE,FALSE,FALSE,sedivy,red,18,dark,flib,3767,FALSE
grey,7,TRUE,FALSE,TRUE,uniquetarget,red,12,dark,sprock,3435,TRUE
grey,7,FALSE,FALSE,FALSE,sedivy,red,3,dark,zorp,11717,TRUE
grey,7,FALSE,TRUE,TRUE,sedivy,purple,11,dark,boti,3114,TRUE
grey,7,TRUE,FALSE,TRUE,uniquetarget,purple,4,bright,koba,2933,FALSE
grey,255,FALSE,FALSE,FALSE,uniquetarget,green,23,bright,lomet,8673,TRUE
grey,255,TRUE,FALSE,TRUE,uniquetarget,red,16,bright,boti,4606,TRUE
grey,255,FALSE,FALSE,FALSE,uniquetarget,purple,13,bright,flib,42924,TRUE
grey,255,TRUE,FALSE,TRUE,uniquetarget,red,6,dark,wug,25830,FALSE
grey,255,FALSE,TRUE,TRUE,sedivy,purple,14,dark,quen,3932,FALSE
grey,255,FALSE,TRUE,TRUE,sedivy,red,10,bright,toma,4041,FALSE
grey,255,FALSE,TRUE,TRUE,sedivy,green,5,bright,zorp,3341,TRUE
grey,255,FALSE,TRUE,TRUE,sedivy,purple,1,dark,sprock,5747,TRUE
grey,255,FALSE,TRUE,TRUE,sedivy,purple,8,dark,gade,15190,FALSE
grey,255,TRUE,FALSE,TRUE,uniquetarget,blue,12,bright,koba,2877,FALSE
grey,255,FALSE,TRUE,TRUE,sedivy,green,3,dark,dax,3612,TRUE
grey,255,TRUE,FALSE,TRUE,uniquetarget,blue,17,dark,blicket,3232,FALSE
grey,112,FALSE,FALSE,FALSE,sedivy,green,16,bright,blicket,26610,TRUE
grey,112,TRUE,FALSE,FALSE,sedivy,purple,14,dark,gade,11426,FALSE
grey,112,FALSE,TRUE,TRUE,sedivy,blue,8,dark,wug,8206,TRUE
grey,112,FALSE,FALSE,FALSE,sedivy,blue,20,bright,koba,9433,FALSE
grey,112,FALSE,TRUE,TRUE,sedivy,green,15,dark,quen,6966,FALSE
grey,112,TRUE,FALSE,TRUE,uniquetarget,purple,1,dark,toma,4171,TRUE
grey,112,TRUE,FALSE,TRUE,uniquetarget,blue,4,dark,lomet,5290,TRUE
grey,112,TRUE,FALSE,TRUE,uniquetarget,blue,18,dark,sprock,14800,FALSE
grey,112,TRUE,FALSE,TRUE,uniquetarget,blue,10,bright,boti,3710,FALSE
grey,112,FALSE,FALSE,FALSE,sedivy,purple,12,dark,flib,3916,TRUE
grey,112,FALSE,FALSE,FALSE,uniquetarget,blue,17,bright,zorp,3248,FALSE
grey,112,TRUE,FALSE,TRUE,uniquetarget,green,undefined,dark,undefined,18476,TRUE
grey,246,TRUE,FALSE,TRUE,uniquetarget,purple,20,dark,flib,11388,FALSE
grey,246,FALSE,TRUE,TRUE,sedivy,purple,9,dark,sprock,14348,FALSE
grey,246,TRUE,FALSE,TRUE,uniquetarget,purple,1,dark,gade,12540,FALSE
grey,246,TRUE,FALSE,TRUE,uniquetarget,purple,5,dark,dax,13799,TRUE
grey,246,FALSE,TRUE,TRUE,sedivy,green,18,bright,lomet,10214,TRUE
grey,246,TRUE,FALSE,TRUE,uniquetarget,blue,11,dark,wug,11706,TRUE
grey,246,FALSE,TRUE,TRUE,sedivy,blue,22,dark,boti,4943,TRUE
grey,246,FALSE,TRUE,TRUE,sedivy,red,21,bright,blicket,3679,FALSE
grey,246,TRUE,FALSE,TRUE,uniquetarget,green,14,dark,quen,2534,TRUE
grey,246,FALSE,TRUE,TRUE,sedivy,blue,15,dark,toma,2725,FALSE
grey,246,TRUE,FALSE,TRUE,uniquetarget,red,8,bright,zorp,2812,FALSE
grey,246,FALSE,TRUE,TRUE,sedivy,green,23,dark,koba,2941,TRUE
grey,18,FALSE,TRUE,TRUE,sedivy,blue,8,bright,lomet,11633,TRUE
grey,18,TRUE,FALSE,TRUE,uniquetarget,red,20,bright,flib,3069,TRUE
grey,18,FALSE,TRUE,TRUE,sedivy,green,24,bright,blicket,3003,FALSE
grey,18,TRUE,FALSE,TRUE,uniquetarget,purple,5,bright,sprock,2555,TRUE
grey,18,TRUE,FALSE,TRUE,uniquetarget,red,10,bright,boti,2885,TRUE
grey,18,TRUE,FALSE,TRUE,uniquetarget,green,6,bright,dax,3424,FALSE
grey,18,FALSE,TRUE,TRUE,sedivy,green,1,dark,toma,7458,FALSE
grey,18,FALSE,TRUE,TRUE,sedivy,blue,11,dark,quen,4403,TRUE
grey,18,FALSE,TRUE,TRUE,sedivy,green,21,dark,wug,2780,TRUE
grey,18,TRUE,FALSE,TRUE,uniquetarget,green,17,dark,gade,3157,FALSE
grey,18,FALSE,TRUE,TRUE,sedivy,green,3,bright,koba,2730,FALSE
grey,18,TRUE,FALSE,TRUE,uniquetarget,green,9,bright,zorp,2678,FALSE
grey,202,FALSE,TRUE,TRUE,sedivy,red,23,bright,zorp,8911,FALSE
grey,202,FALSE,TRUE,TRUE,sedivy,green,8,dark,dax,8139,TRUE
grey,202,FALSE,TRUE,TRUE,sedivy,blue,5,bright,gade,4333,FALSE
grey,202,TRUE,FALSE,TRUE,uniquetarget,blue,2,dark,wug,4577,TRUE
grey,202,FALSE,TRUE,TRUE,sedivy,purple,11,dark,blicket,3669,FALSE
grey,202,FALSE,TRUE,TRUE,sedivy,purple,7,bright,koba,5849,TRUE
grey,202,TRUE,FALSE,TRUE,uniquetarget,blue,24,bright,lomet,3397,TRUE
grey,202,TRUE,FALSE,TRUE,uniquetarget,blue,3,bright,quen,3004,FALSE
grey,202,FALSE,TRUE,TRUE,sedivy,purple,20,bright,toma,3469,TRUE
grey,202,TRUE,FALSE,TRUE,uniquetarget,green,14,dark,boti,2679,FALSE
grey,202,TRUE,FALSE,TRUE,uniquetarget,green,18,bright,flib,2809,FALSE
grey,202,TRUE,FALSE,TRUE,uniquetarget,green,17,dark,sprock,3586,TRUE
greyer,145,FALSE,TRUE,TRUE,sedivy,purple,22,dark,dax,11938,TRUE
greyer,145,FALSE,TRUE,TRUE,sedivy,purple,1,bright,quen,8324,TRUE
greyer,145,TRUE,FALSE,TRUE,uniquetarget,red,7,bright,lomet,6345,TRUE
greyer,145,FALSE,TRUE,TRUE,sedivy,blue,19,bright,sprock,5206,FALSE
greyer,145,TRUE,FALSE,TRUE,uniquetarget,purple,4,dark,zorp,6568,FALSE
greyer,145,TRUE,FALSE,TRUE,uniquetarget,purple,9,dark,blicket,6400,TRUE
greyer,145,FALSE,TRUE,TRUE,sedivy,red,2,dark,flib,4646,FALSE
greyer,145,TRUE,FALSE,TRUE,uniquetarget,blue,13,dark,toma,4365,FALSE
greyer,145,FALSE,TRUE,TRUE,sedivy,purple,20,bright,gade,6434,FALSE
greyer,145,TRUE,FALSE,TRUE,uniquetarget,blue,24,dark,boti,3526,FALSE
greyer,145,FALSE,FALSE,FALSE,sedivy,red,10,dark,wug,5215,TRUE
greyer,145,TRUE,FALSE,TRUE,uniquetarget,blue,12,bright,koba,4133,TRUE
greyer,27,FALSE,TRUE,TRUE,sedivy,green,6,bright,toma,3492,TRUE
greyer,27,FALSE,TRUE,TRUE,sedivy,blue,2,bright,lomet,20468,TRUE
greyer,27,TRUE,FALSE,TRUE,uniquetarget,blue,10,dark,blicket,3274,TRUE
greyer,27,FALSE,TRUE,TRUE,sedivy,blue,13,dark,zorp,4508,TRUE
greyer,27,TRUE,FALSE,TRUE,uniquetarget,red,4,bright,wug,3628,FALSE
greyer,27,TRUE,FALSE,TRUE,uniquetarget,purple,12,bright,quen,2907,FALSE
greyer,27,TRUE,FALSE,TRUE,uniquetarget,green,5,dark,gade,3845,TRUE
greyer,27,TRUE,FALSE,TRUE,uniquetarget,red,20,dark,dax,3405,TRUE
greyer,27,FALSE,TRUE,TRUE,sedivy,green,17,bright,flib,2956,FALSE
greyer,27,FALSE,TRUE,TRUE,sedivy,red,15,dark,koba,3371,FALSE
greyer,27,FALSE,TRUE,TRUE,sedivy,green,18,bright,sprock,3285,FALSE
greyer,27,TRUE,FALSE,TRUE,uniquetarget,green,24,bright,boti,2910,FALSE
greyer,15,FALSE,FALSE,FALSE,uniquetarget,purple,22,bright,gade,9328,TRUE
greyer,15,TRUE,FALSE,TRUE,uniquetarget,red,20,dark,zorp,6836,FALSE
greyer,15,TRUE,FALSE,TRUE,uniquetarget,red,12,dark,dax,5013,FALSE
greyer,15,FALSE,TRUE,TRUE,sedivy,purple,18,bright,boti,5878,TRUE
greyer,15,TRUE,FALSE,FALSE,sedivy,red,17,bright,sprock,7437,FALSE
greyer,15,TRUE,FALSE,TRUE,uniquetarget,red,23,bright,blicket,5431,TRUE
greyer,15,FALSE,TRUE,TRUE,sedivy,purple,2,bright,lomet,4469,FALSE
greyer,15,TRUE,FALSE,TRUE,uniquetarget,blue,4,dark,wug,4780,FALSE
greyer,15,FALSE,TRUE,TRUE,sedivy,red,21,bright,koba,4286,FALSE
greyer,15,FALSE,TRUE,TRUE,sedivy,blue,24,dark,flib,5094,TRUE
greyer,15,FALSE,FALSE,FALSE,uniquetarget,purple,5,dark,quen,5972,TRUE
greyer,15,FALSE,FALSE,FALSE,sedivy,green,16,dark,toma,8413,TRUE
greyer,247,FALSE,FALSE,FALSE,uniquetarget,blue,24,bright,gade,7352,TRUE
greyer,247,TRUE,FALSE,TRUE,uniquetarget,blue,6,bright,sprock,4907,FALSE
greyer,247,TRUE,FALSE,TRUE,uniquetarget,red,9,bright,toma,4206,FALSE
greyer,247,FALSE,FALSE,FALSE,sedivy,red,16,dark,lomet,6516,FALSE
greyer,247,TRUE,FALSE,TRUE,uniquetarget,blue,3,bright,dax,4230,TRUE
greyer,247,FALSE,TRUE,TRUE,sedivy,purple,20,bright,koba,3702,FALSE
