type,subid,chosetarget,choselure,choseunique,searchtype,targetcolor,targetshape,targetsaturation,targetword,rtsearch,adjective_used
brightdark,194,TRUE,FALSE,FALSE,sedivy,red,3,bright,flib,32284,TRUE
brightdark,194,TRUE,FALSE,TRUE,uniquetarget,blue,14,dark,wug,7228,TRUE
brightdark,194,TRUE,FALSE,FALSE,sedivy,blue,13,bright,koba,2933,FALSE
brightdark,194,FALSE,FALSE,FALSE,sedivy,blue,11,dark,boti,2870,TRUE
brightdark,194,FALSE,TRUE,TRUE,sedivy,green,1,dark,sprock,3253,FALSE
brightdark,194,TRUE,FALSE,TRUE,uniquetarget,blue,15,bright,quen,2535,FALSE
brightdark,194,FALSE,TRUE,TRUE,sedivy,purple,4,bright,zorp,2638,FALSE
brightdark,194,FALSE,FALSE,FALSE,uniquetarget,blue,16,bright,toma,4417,FALSE
brightdark,194,FALSE,FALSE,FALSE,uniquetarget,red,19,dark,dax,5076,TRUE
brightdark,194,FALSE,FALSE,FALSE,uniquetarget,purple,5,bright,gade,4801,TRUE
brightdark,194,FALSE,TRUE,TRUE,sedivy,green,24,dark,blicket,3054,TRUE
brightdark,194,FALSE,FALSE,FALSE,uniquetarget,purple,9,bright,lomet,3839,FALSE
brightdark,117,FALSE,FALSE,FALSE,uniquetarget,purple,5,bright,wug,25595,TRUE
brightdark,117,TRUE,FALSE,FALSE,sedivy,blue,17,bright,koba,15144,TRUE
brightdark,117,TRUE,FALSE,TRUE,uniquetarget,purple,8,bright,toma,6006,FALSE
brightdark,117,TRUE,FALSE,TRUE,uniquetarget,blue,6,dark,lomet,3665,TRUE
brightdark,117,FALSE,TRUE,TRUE,sedivy,purple,22,bright,blicket,3252,TRUE
brightdark,117,TRUE,FALSE,TRUE,uniquetarget,purple,15,dark,boti,2676,FALSE
brightdark,117,FALSE,TRUE,TRUE,sedivy,blue,20,dark,dax,3214,FALSE
brightdark,117,TRUE,FALSE,FALSE,sedivy,blue,23,bright,flib,3214,TRUE
brightdark,117,FALSE,TRUE,TRUE,sedivy,green,14,bright,gade,3677,FALSE
brightdark,117,FALSE,TRUE,TRUE,sedivy,red,4,bright,quen,2805,FALSE
brightdark,117,TRUE,FALSE,TRUE,uniquetarget,red,18,dark,zorp,5306,TRUE
brightdark,117,TRUE,FALSE,TRUE,uniquetarget,purple,21,bright,sprock,3975,FALSE
brightdark,230,FALSE,FALSE,FALSE,sedivy,green,9,dark,blicket,5178,FALSE
brightdark,230,TRUE,FALSE,TRUE,uniquetarget,red,24,bright,quen,13264,TRUE
brightdark,230,TRUE,FALSE,TRUE,uniquetarget,red,2,bright,koba,3948,FALSE
brightdark,230,TRUE,FALSE,TRUE,uniquetarget,blue,6,bright,toma,4788,TRUE
brightdark,230,TRUE,FALSE,FALSE,sedivy,green,13,bright,sprock,3989,FALSE
brightdark,230,TRUE,FALSE,FALSE,sedivy,purple,20,bright,dax,4137,TRUE
brightdark,230,TRUE,FALSE,FALSE,sedivy,blue,12,dark,boti,3865,TRUE
brightdark,230,TRUE,FALSE,TRUE,uniquetarget,blue,16,dark,gade,4764,TRUE
brightdark,230,TRUE,FALSE,TRUE,uniquetarget,blue,7,bright,zorp,3389,FALSE
brightdark,230,FALSE,TRUE,TRUE,sedivy,green,11,dark,lomet,3768,FALSE
brightdark,230,TRUE,FALSE,TRUE,uniquetarget,purple,17,bright,wug,3057,FALSE
brightdark,230,TRUE,FALSE,FALSE,sedivy,red,23,bright,flib,3828,TRUE
brightdark,193,FALSE,FALSE,FALSE,uniquetarget,purple,6,bright,gade,4758,FALSE
brightdark,193,FALSE,TRUE,TRUE,sedivy,blue,1,bright,quen,4445,TRUE
brightdark,193,FALSE,TRUE,TRUE,sedivy,red,4,dark,toma,3635,TRUE
brightdark,193,TRUE,FALSE,TRUE,uniquetarget,green,19,bright,dax,3121,TRUE
brightdark,193,TRUE,FALSE,FALSE,sedivy,red,11,bright,flib,4029,TRUE
brightdark,193,FALSE,TRUE,TRUE,sedivy,purple,3,dark,zorp,2950,FALSE
brightdark,193,FALSE,TRUE,TRUE,sedivy,blue,14,bright,sprock,3598,FALSE
brightdark,193,TRUE,FALSE,TRUE,uniquetarget,green,2,bright,boti,2824,FALSE
brightdark,193,TRUE,FALSE,TRUE,uniquetarget,purple,12,bright,koba,2669,FALSE
brightdark,193,TRUE,FALSE,TRUE,uniquetarget,blue,9,dark,blicket,9870,TRUE
brightdark,193,TRUE,FALSE,TRUE,uniquetarget,blue,18,dark,wug,3215,TRUE
brightdark,193,TRUE,FALSE,FALSE,sedivy,red,22,dark,lomet,4743,FALSE
brightdark,207,TRUE,FALSE,FALSE,sedivy,red,22,bright,toma,6527,TRUE
brightdark,207,TRUE,FALSE,FALSE,sedivy,purple,24,bright,blicket,4824,TRUE
brightdark,207,FALSE,TRUE,TRUE,sedivy,purple,23,dark,quen,5141,TRUE
brightdark,207,FALSE,FALSE,FALSE,sedivy,red,16,dark,boti,3897,FALSE
brightdark,207,FALSE,TRUE,TRUE,sedivy,red,18,dark,dax,3706,FALSE
brightdark,207,TRUE,FALSE,TRUE,uniquetarget,green,19,dark,gade,4579,FALSE
brightdark,207,TRUE,FALSE,TRUE,uniquetarget,red,20,bright,zorp,3544,TRUE
brightdark,207,TRUE,FALSE,TRUE,uniquetarget,purple,9,dark,flib,3491,TRUE
brightdark,207,FALSE,TRUE,TRUE,sedivy,purple,3,dark,koba,3296,FALSE
brightdark,207,TRUE,FALSE,TRUE,uniquetarget,red,1,bright,wug,2949,FALSE
brightdark,207,TRUE,FALSE,TRUE,uniquetarget,purple,15,dark,sprock,5713,FALSE
brightdark,207,TRUE,FALSE,TRUE,uniquetarget,blue,11,bright,lomet,3632,TRUE
brightdark,81,TRUE,FALSE,TRUE,uniquetarget,blue,3,bright,zorp,23698,FALSE
brightdark,81,TRUE,FALSE,TRUE,uniquetarget,blue,12,bright,gade,12426,TRUE
brightdark,81,FALSE,FALSE,FALSE,sedivy,purple,23,bright,wug,20773,FALSE
brightdark,81,FALSE,TRUE,TRUE,sedivy,purple,22,bright,quen,4699,FALSE
brightdark,81,TRUE,FALSE,TRUE,uniquetarget,green,1,bright,lomet,3228,FALSE
brightdark,81,TRUE,FALSE,TRUE,uniquetarget,green,9,dark,boti,2747,FALSE
brightdark,81,FALSE,TRUE,TRUE,sedivy,purple,6,dark,dax,2669,FALSE
brightdark,81,TRUE,FALSE,TRUE,uniquetarget,blue,16,dark,flib,3750,TRUE
brightdark,81,FALSE,TRUE,TRUE,sedivy,purple,14,dark,koba,3539,TRUE
brightdark,81,TRUE,FALSE,TRUE,uniquetarget,red,19,bright,toma,2788,TRUE
brightdark,81,TRUE,FALSE,FALSE,sedivy,red,8,bright,blicket,7686,TRUE
brightdark,81,FALSE,TRUE,TRUE,sedivy,red,undefined,dark,undefined,12924,TRUE
brightdark,169,FALSE,TRUE,TRUE,sedivy,purple,2,dark,gade,7835,TRUE
brightdark,169,TRUE,FALSE,TRUE,uniquetarget,blue,22,bright,koba,7098,FALSE
brightdark,169,FALSE,TRUE,TRUE,sedivy,red,18,bright,blicket,3141,FALSE
brightdark,169,TRUE,FALSE,TRUE,uniquetarget,blue,10,dark,flib,3451,TRUE
brightdark,169,FALSE,TRUE,TRUE,sedivy,green,16,bright,sprock,3843,FALSE
brightdark,169,TRUE,FALSE,TRUE,uniquetarget,red,7,bright,lomet,3159,FALSE
brightdark,169,TRUE,FALSE,TRUE,uniquetarget,red,24,dark,zorp,3171,TRUE
brightdark,169,FALSE,TRUE,TRUE,sedivy,red,20,bright,dax,2655,FALSE
brightdark,169,TRUE,FALSE,TRUE,uniquetarget,red,6,dark,wug,3011,TRUE
brightdark,169,FALSE,TRUE,TRUE,sedivy,green,23,dark,toma,3195,TRUE
brightdark,169,TRUE,FALSE,TRUE,uniquetarget,green,17,dark,boti,5193,FALSE
brightdark,169,FALSE,TRUE,TRUE,sedivy,purple,8,dark,quen,3882,TRUE
brightdark,141,FALSE,TRUE,TRUE,sedivy,purple,7,dark,sprock,16569,TRUE
brightdark,141,TRUE,FALSE,TRUE,uniquetarget,green,4,bright,gade,4781,FALSE
brightdark,141,FALSE,FALSE,FALSE,sedivy,green,12,dark,flib,4490,TRUE
brightdark,141,TRUE,FALSE,TRUE,uniquetarget,red,18,dark,zorp,2895,FALSE
brightdark,141,TRUE,FALSE,TRUE,uniquetarget,green,1,dark,boti,3322,TRUE
brightdark,141,TRUE,FALSE,TRUE,uniquetarget,red,19,bright,koba,3069,TRUE
brightdark,141,FALSE,TRUE,TRUE,sedivy,blue,3,dark,wug,3310,FALSE
brightdark,141,TRUE,FALSE,TRUE,uniquetarget,green,15,dark,quen,3409,FALSE
brightdark,141,FALSE,TRUE,TRUE,sedivy,blue,17,bright,lomet,4898,FALSE
brightdark,141,FALSE,TRUE,TRUE,sedivy,green,16,dark,dax,2900,TRUE
brightdark,141,TRUE,FALSE,TRUE,uniquetarget,purple,13,bright,toma,3411,TRUE
brightdark,141,FALSE,TRUE,TRUE,sedivy,green,23,bright,blicket,5845,FALSE
brightdark,12,TRUE,FALSE,TRUE,uniquetarget,red,20,dark,blicket,15279,TRUE
brightdark,12,FALSE,TRUE,TRUE,sedivy,purple,16,dark,boti,9357,TRUE
brightdark,12,TRUE,FALSE,TRUE,uniquetarget,blue,14,dark,flib,6769,FALSE
brightdark,12,TRUE,FALSE,FALSE,sedivy,green,24,bright,zorp,4375,FALSE
brightdark,12,TRUE,FALSE,FALSE,sedivy,red,8,dark,sprock,7265,TRUE
brightdark,12,FALSE,TRUE,TRUE,sedivy,green,10,bright,dax,4298,FALSE
brightdark,12,TRUE,FALSE,TRUE,uniquetarget,blue,22,dark,koba,4303,TRUE
brightdark,12,TRUE,FALSE,TRUE,uniquetarget,blue,7,dark,wug,4626,FALSE
brightdark,12,FALSE,FALSE,FALSE,uniquetarget,blue,11,bright,lomet,3618,FALSE
brightdark,12,TRUE,FALSE,FALSE,sedivy,blue,15,bright,quen,5185,TRUE
brightdark,12,TRUE,FALSE,FALSE,sedivy,purple,19,bright,gade,6892,FALSE
brightdark,12,TRUE,FALSE,TRUE,uniquetarget,red,1,dark,toma,4102,TRUE
brightdark,229,FALSE,TRUE,TRUE,sedivy,purple,9,bright,koba,15382,TRUE
brightdark,229,TRUE,FALSE,TRUE,uniquetarget,purple,7,bright,wug,6542,FALSE
brightdark,229,TRUE,FALSE,TRUE,uniquetarget,purple,12,dark,boti,5573,FALSE
brightdark,229,TRUE,FALSE,TRUE,uniquetarget,blue,20,dark,blicket,5192,TRUE
brightdark,229,TRUE,FALSE,FALSE,sedivy,green,17,dark,gade,6757,TRUE
brightdark,229,FALSE,TRUE,TRUE,sedivy,red,3,dark,dax,5551,FALSE
brightdark,229,TRUE,FALSE,FALSE,sedivy,green,1,bright,flib,4659,TRUE
brightdark,229,TRUE,FALSE,TRUE,uniquetarget,purple,8,dark,quen,5632,TRUE
brightdark,229,FALSE,TRUE,TRUE,sedivy,red,23,dark,toma,5174,FALSE
brightdark,229,FALSE,TRUE,TRUE,sedivy,purple,13,dark,zorp,6165,FALSE
brightdark,229,TRUE,FALSE,TRUE,uniquetarget,purple,5,dark,lomet,4157,FALSE
brightdark,229,TRUE,FALSE,TRUE,uniquetarget,blue,19,bright,sprock,4981,TRUE
brightdark,200,TRUE,FALSE,FALSE,sedivy,purple,9,dark,blicket,6219,TRUE
brightdark,200,FALSE,FALSE,FALSE,uniquetarget,purple,17,dark,zorp,14443,FALSE
brightdark,200,FALSE,TRUE,TRUE,sedivy,purple,16,bright,gade,6215,FALSE
brightdark,200,TRUE,FALSE,FALSE,sedivy,blue,19,dark,sprock,6563,TRUE
brightdark,200,FALSE,TRUE,TRUE,sedivy,purple,24,dark,wug,7849,TRUE
brightdark,200,TRUE,FALSE,TRUE,uniquetarget,green,8,bright,lomet,7805,FALSE
brightdark,200,FALSE,TRUE,TRUE,sedivy,blue,18,dark,koba,4273,FALSE
brightdark,200,TRUE,FALSE,TRUE,uniquetarget,blue,11,dark,boti,4396,TRUE
brightdark,200,TRUE,FALSE,TRUE,uniquetarget,red,3,bright,dax,7650,FALSE
brightdark,200,TRUE,FALSE,TRUE,uniquetarget,blue,13,bright,flib,5631,TRUE
brightdark,200,FALSE,TRUE,TRUE,sedivy,red,4,dark,toma,4382,FALSE
brightdark,200,FALSE,FALSE,FALSE,uniquetarget,purple,12,bright,quen,4923,TRUE
brightdark,49,FALSE,FALSE,FALSE,sedivy,red,5,bright,wug,7556,TRUE
brightdark,49,TRUE,FALSE,FALSE,sedivy,green,14,bright,quen,5892,FALSE
brightdark,49,FALSE,TRUE,TRUE,sedivy,purple,21,bright,dax,6767,TRUE
brightdark,49,TRUE,FALSE,TRUE,uniquetarget,blue,6,bright,boti,5783,FALSE
brightdark,49,FALSE,FALSE,FALSE,uniquetarget,green,17,bright,sprock,5889,TRUE
brightdark,49,FALSE,FALSE,FALSE,uniquetarget,purple,18,dark,gade,3736,TRUE
brightdark,49,TRUE,FALSE,FALSE,sedivy,red,4,bright,toma,5147,FALSE
brightdark,49,TRUE,FALSE,FALSE,sedivy,blue,24,bright,blicket,3599,TRUE
brightdark,49,FALSE,TRUE,TRUE,sedivy,blue,22,dark,koba,2585,FALSE
brightdark,49,TRUE,FALSE,TRUE,uniquetarget,red,19,bright,lomet,4479,FALSE
brightdark,49,TRUE,FALSE,TRUE,uniquetarget,purple,12,bright,flib,6440,FALSE
brightdark,49,TRUE,FALSE,TRUE,uniquetarget,green,8,dark,zorp,4143,TRUE
brightdark,32,TRUE,FALSE,TRUE,uniquetarget,blue,19,bright,sprock,6753,FALSE
brightdark,32,FALSE,FALSE,FALSE,sedivy,blue,12,dark,lomet,5976,FALSE
brightdark,32,TRUE,FALSE,FALSE,sedivy,green,2,bright,wug,5510,TRUE
brightdark,32,TRUE,FALSE,TRUE,uniquetarget,blue,11,dark,flib,8447,FALSE
brightdark,32,TRUE,FALSE,TRUE,uniquetarget,blue,16,dark,toma,3478,TRUE
brightdark,32,TRUE,FALSE,TRUE,uniquetarget,purple,15,dark,gade,4820,FALSE
brightdark,32,TRUE,FALSE,TRUE,uniquetarget,purple,6,dark,quen,4220,TRUE
brightdark,32,FALSE,TRUE,TRUE,sedivy,green,23,bright,blicket,5057,FALSE
brightdark,32,TRUE,FALSE,TRUE,uniquetarget,red,8,dark,dax,3519,TRUE
brightdark,32,FALSE,TRUE,TRUE,sedivy,purple,3,dark,boti,3743,TRUE
brightdark,32,FALSE,TRUE,TRUE,sedivy,blue,18,bright,koba,3701,TRUE
brightdark,32,FALSE,FALSE,FALSE,sedivy,purple,4,dark,zorp,3590,FALSE
brightdark,218,TRUE,FALSE,TRUE,uniquetarget,purple,13,dark,toma,8335,FALSE
brightdark,218,TRUE,FALSE,TRUE,uniquetarget,purple,2,dark,dax,3834,TRUE
brightdark,218,TRUE,FALSE,TRUE,uniquetarget,purple,11,bright,blicket,3488,FALSE
brightdark,218,FALSE,FALSE,FALSE,sedivy,red,12,dark,sprock,2805,FALSE
brightdark,218,TRUE,FALSE,FALSE,sedivy,red,18,bright,boti,4194,TRUE
brightdark,218,TRUE,FALSE,FALSE,sedivy,red,24,bright,koba,3155,FALSE
brightdark,218,FALSE,TRUE,TRUE,sedivy,purple,23,bright,quen,2712,FALSE
brightdark,218,TRUE,FALSE,TRUE,uniquetarget,purple,20,dark,gade,3001,FALSE
brightdark,218,FALSE,TRUE,TRUE,sedivy,purple,7,bright,wug,2521,TRUE
brightdark,218,FALSE,FALSE,FALSE,sedivy,blue,17,dark,zorp,3068,TRUE
brightdark,218,TRUE,FALSE,TRUE,uniquetarget,green,9,bright,lomet,2917,TRUE
brightdark,218,TRUE,FALSE,TRUE,uniquetarget,green,19,dark,flib,3154,TRUE
brightdark,113,FALSE,TRUE,TRUE,sedivy,blue,17,bright,boti,6146,TRUE
brightdark,113,FALSE,FALSE,FALSE,sedivy,green,14,bright,gade,9939,TRUE
brightdark,113,TRUE,FALSE,FALSE,sedivy,purple,2,bright,dax,15626,FALSE
brightdark,113,TRUE,FALSE,FALSE,sedivy,green,19,bright,lomet,16091,FALSE
brightdark,113,FALSE,FALSE,FALSE,sedivy,purple,1,dark,toma,8580,FALSE
brightdark,113,FALSE,FALSE,FALSE,uniquetarget,red,3,dark,sprock,15940,TRUE
brightdark,113,FALSE,FALSE,FALSE,uniquetarget,green,13,bright,zorp,18309,TRUE
brightdark,113,FALSE,TRUE,TRUE,sedivy,red,5,bright,flib,6236,TRUE
brightdark,113,FALSE,FALSE,FALSE,uniquetarget,blue,9,bright,wug,4274,FALSE
brightdark,113,TRUE,FALSE,TRUE,uniquetarget,green,24,dark,koba,4495,FALSE
brightdark,113,FALSE,FALSE,FALSE,uniquetarget,purple,18,bright,blicket,14511,TRUE
brightdark,113,TRUE,FALSE,TRUE,uniquetarget,blue,8,dark,quen,69010,FALSE
brightdark,215,TRUE,FALSE,TRUE,uniquetarget,green,15,dark,gade,5753,FALSE
brightdark,215,TRUE,FALSE,TRUE,uniquetarget,purple,19,dark,boti,4798,FALSE
brightdark,215,TRUE,FALSE,FALSE,sedivy,red,20,bright,sprock,6869,FALSE
brightdark,215,FALSE,TRUE,TRUE,sedivy,purple,23,dark,zorp,7293,TRUE
brightdark,215,TRUE,FALSE,FALSE,sedivy,red,6,bright,quen,4724,TRUE
brightdark,215,FALSE,TRUE,TRUE,sedivy,blue,21,dark,koba,4677,FALSE
brightdark,215,TRUE,FALSE,FALSE,sedivy,green,8,bright,dax,3926,TRUE
brightdark,215,FALSE,TRUE,TRUE,sedivy,green,22,dark,lomet,2960,FALSE
brightdark,215,TRUE,FALSE,TRUE,uniquetarget,green,5,dark,toma,3317,TRUE
brightdark,215,FALSE,FALSE,FALSE,uniquetarget,purple,17,bright,flib,2694,FALSE
brightdark,215,FALSE,FALSE,FALSE,uniquetarget,green,12,dark,blicket,3047,TRUE
brightdark,215,TRUE,FALSE,TRUE,uniquetarget,purple,16,dark,wug,3734,TRUE
brightdark,50,FALSE,TRUE,TRUE,sedivy,red,10,bright,boti,5190,FALSE
brightdark,50,FALSE,TRUE,TRUE,sedivy,purple,3,bright,flib,3682,FALSE
brightdark,50,TRUE,FALSE,FALSE,sedivy,purple,20,dark,koba,9588,TRUE
brightdark,50,TRUE,FALSE,TRUE,uniquetarget,purple,23,bright,lomet,13174,TRUE
brightdark,50,TRUE,FALSE,TRUE,uniquetarget,purple,1,dark,quen,4913,FALSE
brightdark,50,TRUE,FALSE,TRUE,uniquetarget,purple,8,bright,gade,6514,FALSE
brightdark,50,TRUE,FALSE,TRUE,uniquetarget,green,19,dark,sprock,4447,TRUE
brightdark,50,FALSE,TRUE,TRUE,sedivy,red,15,dark,zorp,3583,FALSE
brightdark,50,TRUE,FALSE,TRUE,uniquetarget,blue,21,bright,dax,4460,FALSE
brightdark,50,TRUE,FALSE,TRUE,uniquetarget,green,17,bright,blicket,5077,TRUE
brightdark,50,TRUE,FALSE,FALSE,sedivy,red,24,dark,toma,5101,TRUE
brightdark,50,TRUE,FALSE,FALSE,sedivy,blue,22,bright,wug,3407,TRUE
brightdark,210,TRUE,FALSE,TRUE,uniquetarget,purple,3,dark,toma,4665,TRUE
brightdark,210,TRUE,FALSE,TRUE,uniquetarget,red,1,bright,flib,3823,FALSE
brightdark,210,FALSE,TRUE,TRUE,sedivy,blue,6,dark,lomet,5530,FALSE
brightdark,210,TRUE,FALSE,TRUE,uniquetarget,purple,8,dark,wug,6519,FALSE
brightdark,210,FALSE,TRUE,TRUE,sedivy,red,23,bright,dax,5333,TRUE
brightdark,210,FALSE,FALSE,FALSE,uniquetarget,purple,7,bright,koba,4518,FALSE
brightdark,210,TRUE,FALSE,FALSE,sedivy,purple,2,bright,boti,3984,TRUE
brightdark,210,FALSE,FALSE,FALSE,sedivy,blue,10,dark,zorp,3736,FALSE
brightdark,210,TRUE,FALSE,TRUE,uniquetarget,green,16,dark,blicket,3784,TRUE
brightdark,210,FALSE,TRUE,TRUE,sedivy,green,21,dark,quen,4384,FALSE
brightdark,210,TRUE,FALSE,TRUE,uniquetarget,blue,22,bright,gade,3465,TRUE
brightdark,210,FALSE,TRUE,TRUE,sedivy,purple,11,dark,sprock,5972,TRUE
brightdark,239,TRUE,FALSE,FALSE,sedivy,purple,13,bright,sprock,11665,FALSE
brightdark,239,FALSE,FALSE,FALSE,sedivy,blue,24,dark,blicket,6801,TRUE
brightdark,239,FALSE,FALSE,FALSE,uniquetarget,green,10,dark,dax,9089,TRUE
brightdark,239,TRUE,FALSE,TRUE,uniquetarget,blue,6,bright,flib,5786,FALSE
brightdark,239,TRUE,FALSE,FALSE,sedivy,red,2,bright,wug,6723,FALSE
brightdark,239,FALSE,FALSE,FALSE,uniquetarget,purple,15,dark,quen,4314,TRUE
brightdark,239,TRUE,FALSE,FALSE,sedivy,green,23,bright,toma,5078,TRUE
brightdark,239,TRUE,FALSE,TRUE,uniquetarget,purple,18,bright,lomet,3977,TRUE
brightdark,239,FALSE,FALSE,FALSE,uniquetarget,green,17,bright,zorp,5417,FALSE
brightdark,239,TRUE,FALSE,FALSE,sedivy,blue,19,bright,koba,4382,FALSE
brightdark,239,FALSE,FALSE,FALSE,sedivy,green,4,dark,boti,4050,TRUE
brightdark,239,TRUE,FALSE,TRUE,uniquetarget,blue,8,dark,gade,4532,FALSE
brightdark,16,TRUE,FALSE,TRUE,uniquetarget,red,1,bright,zorp,5190,FALSE
brightdark,16,FALSE,TRUE,TRUE,sedivy,blue,18,dark,flib,5436,TRUE
brightdark,16,FALSE,FALSE,FALSE,uniquetarget,purple,5,dark,blicket,7660,TRUE
brightdark,16,FALSE,TRUE,TRUE,sedivy,purple,9,bright,toma,6560,TRUE
brightdark,16,TRUE,FALSE,FALSE,sedivy,green,20,dark,quen,5395,FALSE
brightdark,16,TRUE,FALSE,FALSE,sedivy,blue,23,dark,wug,6349,TRUE
brightdark,16,FALSE,TRUE,TRUE,sedivy,green,21,bright,dax,5551,FALSE
brightdark,16,FALSE,FALSE,FALSE,sedivy,green,3,dark,boti,6492,FALSE
brightdark,16,TRUE,FALSE,TRUE,uniquetarget,blue,16,bright,gade,4484,TRUE
brightdark,16,TRUE,FALSE,TRUE,uniquetarget,red,12,dark,sprock,7520,FALSE
brightdark,16,TRUE,FALSE,TRUE,uniquetarget,green,14,dark,koba,4590,FALSE
brightdark,16,TRUE,FALSE,TRUE,uniquetarget,blue,17,dark,lomet,6020,TRUE
brightdark,237,FALSE,FALSE,FALSE,uniquetarget,red,14,bright,dax,8495,TRUE
brightdark,237,FALSE,FALSE,FALSE,uniquetarget,green,10,dark,zorp,17983,FALSE
brightdark,237,FALSE,FALSE,FALSE,uniquetarget,purple,22,bright,lomet,27447,TRUE
brightdark,237,FALSE,FALSE,FALSE,uniquetarget,blue,24,dark,wug,3213,TRUE
brightdark,237,FALSE,FALSE,FALSE,uniquetarget,blue,11,bright,sprock,2892,FALSE
brightdark,237,FALSE,FALSE,FALSE,uniquetarget,purple,16,bright,koba,6022,FALSE
brightdark,237,TRUE,FALSE,FALSE,sedivy,blue,1,bright,toma,2910,TRUE
brightdark,237,TRUE,FALSE,FALSE,sedivy,purple,13,dark,boti,4517,TRUE
brightdark,237,TRUE,FALSE,FALSE,sedivy,red,21,bright,gade,3308,FALSE
brightdark,237,TRUE,FALSE,FALSE,sedivy,blue,2,dark,flib,2917,TRUE
brightdark,237,FALSE,FALSE,FALSE,sedivy,purple,9,dark,blicket,2878,FALSE
brightdark,237,TRUE,FALSE,FALSE,sedivy,blue,5,bright,quen,2654,FALSE
brightdark,130,TRUE,FALSE,TRUE,uniquetarget,green,14,dark,toma,8078,FALSE
brightdark,130,TRUE,FALSE,TRUE,uniquetarget,red,16,dark,boti,6607,FALSE
brightdark,130,FALSE,TRUE,TRUE,sedivy,green,18,bright,flib,7883,FALSE
brightdark,130,FALSE,TRUE,TRUE,sedivy,blue,8,bright,blicket,5859,TRUE
brightdark,130,TRUE,FALSE,TRUE,uniquetarget,blue,4,bright,lomet,3903,TRUE
brightdark,130,FALSE,TRUE,TRUE,sedivy,purple,23,dark,koba,3137,FALSE
brightdark,130,FALSE,TRUE,TRUE,sedivy,green,2,bright,gade,6427,TRUE
brightdark,130,TRUE,FALSE,TRUE,uniquetarget,purple,21,bright,quen,2671,TRUE
brightdark,130,FALSE,TRUE,TRUE,sedivy,red,5,dark,wug,2671,FALSE
brightdark,130,TRUE,FALSE,TRUE,uniquetarget,purple,20,bright,dax,3227,TRUE
brightdark,130,FALSE,TRUE,TRUE,sedivy,red,1,dark,sprock,3756,TRUE
brightdark,130,TRUE,FALSE,TRUE,uniquetarget,blue,22,bright,zorp,4174,FALSE
brightdark,40,TRUE,FALSE,FALSE,sedivy,purple,9,dark,quen,5201,FALSE
brightdark,40,FALSE,FALSE,FALSE,uniquetarget,blue,16,dark,flib,2951,FALSE
brightdark,40,TRUE,FALSE,FALSE,sedivy,blue,23,bright,gade,4267,TRUE
brightdark,40,FALSE,TRUE,TRUE,sedivy,blue,18,bright,zorp,7415,TRUE
brightdark,40,FALSE,FALSE,FALSE,uniquetarget,green,17,dark,dax,2865,TRUE
brightdark,40,FALSE,FALSE,FALSE,uniquetarget,blue,4,bright,lomet,2812,TRUE
brightdark,40,FALSE,TRUE,TRUE,sedivy,green,3,bright,blicket,4443,TRUE
brightdark,40,FALSE,FALSE,FALSE,uniquetarget,blue,8,bright,toma,9559,TRUE
brightdark,40,FALSE,TRUE,TRUE,sedivy,green,24,bright,koba,3824,FALSE
brightdark,40,FALSE,TRUE,TRUE,sedivy,green,7,bright,boti,4682,FALSE
brightdark,40,FALSE,FALSE,FALSE,uniquetarget,blue,10,dark,sprock,4545,FALSE
brightdark,40,FALSE,FALSE,FALSE,uniquetarget,purple,5,dark,wug,2577,FALSE
brightdark,64,FALSE,TRUE,TRUE,sedivy,red,11,dark,koba,6096,FALSE
brightdark,64,FALSE,FALSE,FALSE,uniquetarget,blue,6,bright,quen,6165,TRUE
brightdark,64,FALSE,FALSE,FALSE,sedivy,red,22,bright,boti,4616,FALSE
brightdark,64,TRUE,FALSE,TRUE,uniquetarget,blue,13,dark,blicket,6792,FALSE
brightdark,64,FALSE,TRUE,TRUE,sedivy,blue,18,bright,flib,4828,TRUE
brightdark,64,FALSE,TRUE,TRUE,sedivy,red,24,bright,sprock,5608,TRUE
brightdark,64,TRUE,FALSE,TRUE,uniquetarget,red,2,dark,zorp,7348,FALSE
brightdark,64,FALSE,TRUE,TRUE,sedivy,red,12,bright,wug,5406,TRUE
brightdark,64,TRUE,FALSE,FALSE,sedivy,green,7,bright,gade,7947,FALSE
brightdark,64,FALSE,FALSE,FALSE,uniquetarget,green,16,dark,dax,5657,FALSE
brightdark,64,TRUE,FALSE,TRUE,uniquetarget,blue,5,bright,lomet,5653,TRUE
brightdark,64,TRUE,FALSE,TRUE,uniquetarget,green,20,bright,toma,4563,TRUE
brightdark,87,TRUE,FALSE,TRUE,uniquetarget,green,5,dark,gade,39216,FALSE
brightdark,87,TRUE,FALSE,TRUE,uniquetarget,red,13,dark,wug,7050,TRUE
brightdark,87,TRUE,FALSE,TRUE,uniquetarget,red,16,bright,zorp,10172,FALSE
brightdark,87,FALSE,FALSE,FALSE,sedivy,red,15,dark,flib,10572,FALSE
brightdark,87,FALSE,TRUE,TRUE,sedivy,blue,6,dark,quen,6595,TRUE
brightdark,87,FALSE,TRUE,TRUE,sedivy,green,23,dark,blicket,8856,FALSE
brightdark,87,FALSE,TRUE,TRUE,sedivy,purple,19,bright,sprock,7212,TRUE
brightdark,87,FALSE,TRUE,TRUE,sedivy,purple,8,bright,dax,7208,FALSE
brightdark,87,TRUE,FALSE,TRUE,uniquetarget,red,20,dark,toma,5665,TRUE
