subid, age, counter, trialtype, chosetarget, choselure, targetname, chosenname, sizeasked, searchtype, choseunique, targetshape, targetcolor, targetword, distractorshape1, distractorshape2, distractorcolor1, distractorcolor2, date, timestamp, rtsearch, targetpos, lurepos, obj1shape,obj1size,obj2shape,obj2size,obj3shape,obj3size
16,4,10,2,false,true,15bluebig.jpg,stim-images/object8bluebig.jpg,true,sedivy,true,15,blue,lomet,8,None,None,None,11/11/2018,13:20,4391,3,2,15,small,8,big,15,big
16,4,11,3,false,false,20blue.jpg,stim-images/object18bluesmall.jpg,false,uniquetarget,false,20,blue,quen,18,None,red,purple,11/11/2018,13:20,3241,1,0,20,big,18,small,18,small
16,4,12,1,false,false,21greensmall.jpg,stim-images/object21greenbig.jpg,false,sedivy,false,21,green,wug,13,None,None,None,11/11/2018,13:20,3248,1,3,21,small,21,big,13,small
17,4,1,1,false,true,18greensmall.jpg,stim-images/object13greensmall.jpg,false,sedivy,true,18,green,wug,13,None,None,None,11/11/2018,13:43,4298,3,1,13,small,18,big,18,small
17,4,2,4,true,false,12blue.jpg,12blue.jpg,true,uniquetarget,true,12,blue,sprock,20,None,red,green,11/11/2018,13:43,4763,2,0,20,big,12,small,20,big
17,4,3,2,true,false,19bluesmall.jpg,19bluesmall.jpg,true,sedivy,false,19,blue,koba,1,None,None,None,11/11/2018,13:43,5754,2,1,1,small,19,small,19,big
17,4,4,2,false,true,15redsmall.jpg,stim-images/object4redsmall.jpg,true,sedivy,true,15,red,lomet,4,None,None,None,11/11/2018,13:43,4036,2,1,4,small,15,small,15,big
17,4,6,4,false,false,2red.jpg,stim-images/object23redbig.jpg,true,uniquetarget,false,2,red,gade,23,None,purple,blue,11/11/2018,13:43,3718,1,0,2,small,23,big,23,big
17,4,7,2,false,true,10greensmall.jpg,stim-images/object17greensmall.jpg,true,sedivy,true,10,green,flib,17,None,None,None,11/11/2018,13:43,3262,1,3,10,small,10,big,17,small
17,4,8,3,true,false,22blue.jpg,22blue.jpg,false,uniquetarget,true,22,blue,zorp,9,None,green,purple,11/11/2018,13:43,3735,2,0,9,small,22,big,9,small
17,4,9,3,true,false,11green.jpg,11green.jpg,false,uniquetarget,true,11,green,quen,24,None,red,purple,11/11/2018,13:43,3475,2,0,24,small,11,big,24,small
17,4,10,3,true,false,3green.jpg,3green.jpg,false,uniquetarget,true,3,green,boti,6,None,purple,blue,11/11/2018,13:43,3624,2,0,6,small,3,big,6,small
17,4,11,1,false,false,14bluesmall.jpg,stim-images/object14bluebig.jpg,false,sedivy,false,14,blue,blicket,8,None,None,None,11/11/2018,13:43,3125,1,3,14,small,14,big,8,small
17,4,12,4,true,false,5red.jpg,5red.jpg,true,uniquetarget,true,5,red,dax,21,None,green,purple,11/11/2018,13:43,3656,1,0,5,big,21,small,21,small
18,3,1,1,false,true,14purplesmall.jpg,stim-images/object8purplesmall.jpg,false,sedivy,true,14,purple,boti,8,None,None,None,11/11/2018,13:57,6369,1,2,14,small,8,small,14,big
18,3,2,1,false,true,5greenbig.jpg,stim-images/object6greenbig.jpg,false,sedivy,true,5,green,koba,6,None,None,None,11/11/2018,13:57,4294,3,2,5,small,6,big,5,big
18,3,5,3,true,false,1green.jpg,1green.jpg,false,uniquetarget,true,1,green,quen,21,None,red,blue,11/11/2018,13:57,3818,3,0,21,small,21,small,1,big
18,3,7,2,false,true,18bluebig.jpg,stim-images/object24bluebig.jpg,true,sedivy,true,18,blue,zorp,24,None,None,None,11/11/2018,13:57,4278,1,2,18,big,24,big,18,small
18,3,9,4,true,false,7green.jpg,7green.jpg,true,uniquetarget,true,7,green,gade,22,None,blue,purple,11/11/2018,13:57,4001,2,0,22,small,7,big,22,small
18,3,10,2,true,false,9bluesmall.jpg,9bluesmall.jpg,true,sedivy,false,9,blue,sprock,4,None,None,None,11/11/2018,13:57,5151,2,3,9,big,9,small,4,small
18,3,11,2,true,false,13greensmall.jpg,13greensmall.jpg,true,sedivy,false,13,green,wug,16,None,None,None,11/11/2018,13:57,5690,1,3,13,small,13,big,16,small
18,3,12,1,true,false,20redbig.jpg,20redbig.jpg,false,sedivy,false,20,red,toma,3,None,None,None,11/11/2018,13:57,4792,3,2,20,small,3,big,20,big
19,5,1,2,true,false,15purplesmall.jpg,15purplesmall.jpg,true,sedivy,false,15,purple,dax,20,None,None,None,11/11/2018,14:11,6662,1,2,15,small,20,small,15,big
19,5,2,3,true,false,12blue.jpg,12blue.jpg,false,uniquetarget,true,12,blue,gade,23,None,purple,green,11/11/2018,14:11,4923,2,0,23,big,12,small,23,big
19,5,3,3,false,false,8red.jpg,stim-images/object2redbig.jpg,false,uniquetarget,false,8,red,koba,2,None,blue,green,11/11/2018,14:11,5340,3,0,2,big,2,big,8,small
19,5,4,4,false,false,7purple.jpg,stim-images/object19purplesmall.jpg,true,uniquetarget,false,7,purple,lomet,19,None,green,red,11/11/2018,14:11,4165,2,0,19,small,7,big,19,small
19,5,5,3,true,false,1blue.jpg,1blue.jpg,false,uniquetarget,true,1,blue,toma,3,None,green,purple,11/11/2018,14:11,3904,3,0,3,big,3,big,1,small
19,5,6,4,true,false,9purple.jpg,9purple.jpg,true,uniquetarget,true,9,purple,quen,21,None,green,red,11/11/2018,14:11,3889,3,0,21,big,21,big,9,small
19,5,7,1,false,false,22greenbig.jpg,stim-images/object22greensmall.jpg,false,sedivy,false,22,green,zorp,16,None,None,None,11/11/2018,14:11,5055,1,2,22,big,16,big,22,small
19,5,8,1,false,true,6greensmall.jpg,stim-images/object17greensmall.jpg,false,sedivy,true,6,green,flib,17,None,None,None,11/11/2018,14:11,3292,2,3,6,big,6,small,17,small
19,5,10,1,true,false,5bluebig.jpg,5bluebig.jpg,false,sedivy,false,5,blue,wug,11,None,None,None,11/11/2018,14:11,5678,2,1,11,big,5,big,5,small
19,5,9,2,true,false,18bluesmall.jpg,18bluesmall.jpg,true,sedivy,false,18,blue,sprock,4,None,None,None,11/11/2018,14:11,5124,2,3,18,big,18,small,4,small
19,5,11,4,true,false,24purple.jpg,24purple.jpg,true,uniquetarget,true,24,purple,blicket,13,None,blue,red,11/11/2018,14:11,3968,1,0,24,big,13,small,13,small
20,5,1,4,true,false,4blue.jpg,4blue.jpg,true,uniquetarget,true,4,blue,wug,9,None,red,green,11/11/2018,14:15,5118,3,0,9,small,9,small,4,big
20,5,2,2,false,true,2redbig.jpg,stim-images/object8redbig.jpg,true,sedivy,true,2,red,blicket,8,None,None,None,11/11/2018,14:15,5435,1,3,2,big,2,small,8,big
20,5,3,4,true,false,14blue.jpg,14blue.jpg,true,uniquetarget,true,14,blue,toma,11,None,red,purple,11/11/2018,14:15,4135,2,0,11,small,14,big,11,small
20,5,4,1,true,false,6redbig.jpg,6redbig.jpg,false,sedivy,false,6,red,quen,3,None,None,None,11/11/2018,14:15,3710,2,3,6,small,6,big,3,big
20,5,5,3,true,false,18purple.jpg,18purple.jpg,false,uniquetarget,true,18,purple,sprock,7,None,red,green,11/11/2018,14:15,4052,2,0,7,big,18,small,7,big
20,5,7,1,false,false,20redsmall.jpg,stim-images/object20redbig.jpg,false,sedivy,false,20,red,boti,24,None,None,None,11/11/2018,14:15,3443,3,2,20,big,24,small,20,small
20,5,9,3,false,false,22purple.jpg,stim-images/object1purplesmall.jpg,false,uniquetarget,false,22,purple,koba,1,None,blue,red,11/11/2018,14:15,6190,1,0,22,big,1,small,1,small
20,5,10,3,true,false,23blue.jpg,23blue.jpg,false,uniquetarget,true,23,blue,flib,12,None,green,red,11/11/2018,14:15,3572,2,0,12,small,23,big,12,small
20,5,12,2,true,false,13redbig.jpg,13redbig.jpg,true,sedivy,false,13,red,zorp,19,None,None,None,11/11/2018,14:15,3693,1,2,13,big,19,big,13,small
21,4,1,3,true,false,21green.jpg,21green.jpg,false,uniquetarget,true,21,green,blicket,19,None,purple,blue,11/11/2018,14:26,10170,1,0,21,big,19,small,19,small
21,4,2,4,true,false,1purple.jpg,1purple.jpg,true,uniquetarget,true,1,purple,gade,8,None,green,red,11/11/2018,14:26,5712,2,0,8,small,1,big,8,small
21,4,3,3,true,false,15blue.jpg,15blue.jpg,false,uniquetarget,true,15,blue,wug,24,None,green,purple,11/11/2018,14:26,5613,3,0,24,small,24,small,15,big
21,4,4,1,false,false,4purplesmall.jpg,stim-images/object4purplebig.jpg,false,sedivy,false,4,purple,toma,18,None,None,None,11/11/2018,14:26,5342,3,2,4,big,18,small,4,small
21,4,6,1,true,false,14redsmall.jpg,14redsmall.jpg,false,sedivy,false,14,red,flib,3,None,None,None,11/11/2018,14:26,3652,3,1,3,small,14,big,14,small
21,4,7,2,false,true,17bluesmall.jpg,stim-images/object2bluesmall.jpg,true,sedivy,true,17,blue,zorp,2,None,None,None,11/11/2018,14:26,5807,3,1,2,small,17,big,17,small
21,4,8,2,false,true,16greensmall.jpg,stim-images/object9greensmall.jpg,true,sedivy,true,16,green,lomet,9,None,None,None,11/11/2018,14:26,5578,2,3,16,big,16,small,9,small
21,4,9,4,false,false,10red.jpg,stim-images/object11redsmall.jpg,true,uniquetarget,false,10,red,dax,11,None,purple,green,11/11/2018,14:26,5994,3,0,11,small,11,small,10,big
21,4,10,1,false,true,12redbig.jpg,stim-images/object6redbig.jpg,false,sedivy,true,12,red,quen,6,None,None,None,11/11/2018,14:26,6337,2,1,6,big,12,big,12,small
21,4,12,4,false,false,22red.jpg,stim-images/object7redsmall.jpg,true,uniquetarget,false,22,red,sprock,7,None,blue,green,11/11/2018,14:26,4830,3,0,7,small,7,small,22,big
22,4,1,2,false,false,12greensmall.jpg,stim-images/object12greenbig.jpg,true,sedivy,false,12,green,blicket,1,None,None,None,11/11/2018,14:36,24396,2,1,1,small,12,small,12,big
22,4,3,3,false,false,22blue.jpg,stim-images/object7bluebig.jpg,false,uniquetarget,false,22,blue,lomet,7,None,red,green,11/11/2018,14:36,4105,1,0,22,small,7,big,7,big
22,4,4,4,false,false,14green.jpg,stim-images/object20greenbig.jpg,true,uniquetarget,false,14,green,gade,20,None,red,blue,11/11/2018,14:36,4159,1,0,14,small,20,big,20,big
22,4,5,2,false,false,15purplesmall.jpg,stim-images/object15purplebig.jpg,true,sedivy,false,15,purple,boti,4,None,None,None,11/11/2018,14:36,3219,1,3,15,small,15,big,4,small
22,4,6,1,true,false,3redbig.jpg,3redbig.jpg,false,sedivy,false,3,red,koba,9,None,None,None,11/11/2018,14:36,3329,3,1,9,big,3,small,3,big
22,4,7,4,false,false,24green.jpg,stim-images/object5greenbig.jpg,true,uniquetarget,false,24,green,flib,5,None,purple,blue,11/11/2018,14:36,4972,3,0,5,big,5,big,24,small
22,4,8,1,false,false,10purplesmall.jpg,stim-images/object10purplebig.jpg,false,sedivy,false,10,purple,toma,8,None,None,None,11/11/2018,14:36,4993,2,3,10,big,10,small,8,small
22,4,9,2,true,false,21purplebig.jpg,21purplebig.jpg,true,sedivy,false,21,purple,wug,18,None,None,None,11/11/2018,14:36,3522,3,1,18,big,21,small,21,big
22,4,10,3,false,false,2green.jpg,stim-images/object16greenbig.jpg,false,uniquetarget,false,2,green,quen,16,None,blue,red,11/11/2018,14:36,3974,2,0,16,big,2,small,16,big
22,4,11,3,true,false,13red.jpg,13red.jpg,false,uniquetarget,true,13,red,dax,11,None,purple,green,11/11/2018,14:36,3171,3,0,11,small,11,small,13,big
22,4,12,1,false,false,17purplesmall.jpg,stim-images/object17purplebig.jpg,false,sedivy,false,17,purple,zorp,6,None,None,None,11/11/2018,14:36,3435,1,3,17,small,17,big,6,small
23,4,1,3,false,false,15blue.jpg,stim-images/object12bluebig.jpg,false,uniquetarget,false,15,blue,dax,12,None,red,green,11/19/2018,13:40,4925,1,0,15,small,12,big,12,big
23,4,2,2,true,false,5bluebig.jpg,5bluebig.jpg,true,sedivy,false,5,blue,boti,21,None,None,None,11/19/2018,13:40,4784,3,2,5,small,21,big,5,big
23,4,3,1,true,false,11purplesmall.jpg,11purplesmall.jpg,false,sedivy,false,11,purple,toma,10,None,None,None,11/19/2018,13:40,3804,2,1,10,small,11,small,11,big
23,4,4,2,false,true,24greenbig.jpg,stim-images/object1greenbig.jpg,true,sedivy,true,24,green,lomet,1,None,None,None,11/19/2018,13:40,4590,2,3,24,small,24,big,1,big
23,4,5,1,false,false,2greensmall.jpg,stim-images/object2greenbig.jpg,false,sedivy,false,2,green,sprock,20,None,None,None,11/19/2018,13:40,3853,3,1,20,small,2,big,2,small
23,4,6,4,false,false,16red.jpg,stim-images/object23redsmall.jpg,true,uniquetarget,false,16,red,quen,23,None,green,blue,11/19/2018,13:40,4691,1,0,16,big,23,small,23,small
23,4,7,4,true,false,22blue.jpg,22blue.jpg,true,uniquetarget,true,22,blue,wug,18,None,red,green,11/19/2018,13:40,4254,1,0,22,small,18,big,18,big
23,4,8,1,false,false,8bluebig.jpg,stim-images/object8bluesmall.jpg,false,sedivy,false,8,blue,zorp,17,None,None,None,11/19/2018,13:40,5023,2,3,8,small,8,big,17,big
23,4,9,4,true,false,4purple.jpg,4purple.jpg,true,uniquetarget,true,4,purple,gade,19,None,green,red,11/19/2018,13:40,3937,2,0,19,small,4,big,19,small
23,4,11,3,true,false,3purple.jpg,3purple.jpg,false,uniquetarget,true,3,purple,koba,6,None,blue,red,11/19/2018,13:40,3298,1,0,3,big,6,small,6,small
23,4,12,2,true,false,14bluesmall.jpg,14bluesmall.jpg,true,sedivy,false,14,blue,blicket,7,None,None,None,11/19/2018,13:40,3983,1,3,14,small,14,big,7,small
